time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,time/episodes,train/actor_loss,train/learning_rate,train/n_updates,train/ent_coef_loss,train/ent_coef,train/critic_loss
102431,6,767.4520911299999,100.0,688000,6880,-393.7956848144531,0.00073,684999,-1.6567522287368774,0.0015157988527789712,0.16815093159675598
102576,6,766.3982647599998,100.0,689000,6890,-394.0555114746094,0.00073,685999,1.4519398212432861,0.0012146448716521263,0.025971028953790665
102723,6,765.16839618,100.0,690000,6900,-394.30499267578125,0.00073,686999,1.0078926086425781,0.0013323506573215127,0.015829939395189285
102869,6,764.37388331,100.0,691000,6910,-394.7415466308594,0.00073,687999,1.5525007247924805,0.0017838702769950032,0.021336695179343224
103016,6,764.29423642,100.0,692000,6920,-394.8097839355469,0.00073,688999,-3.486670732498169,0.0010958937928080559,0.02766825631260872
103162,6,763.7047012200002,100.0,693000,6930,-394.6277160644531,0.00073,689999,-2.9025750160217285,0.0012630741111934185,0.006812021601945162
103309,6,762.1680676,100.0,694000,6940,-394.07537841796875,0.00073,690999,2.3995091915130615,0.0014615735271945596,0.11245177686214447
103454,6,762.3142170500001,100.0,695000,6950,-394.22998046875,0.00073,691999,1.8862757682800293,0.001332548214122653,0.054407596588134766
103599,6,762.77102276,100.0,696000,6960,-394.0957336425781,0.00073,692999,1.137630820274353,0.001598180504515767,0.05959472060203552
103745,6,764.2636937499999,100.0,697000,6970,-395.0900573730469,0.00073,693999,-7.5358967781066895,0.0010713081574067473,0.08053980022668839
103892,6,763.3938411299999,100.0,698000,6980,-394.6846618652344,0.00073,694999,2.28294038772583,0.0012107733637094498,0.20126014947891235
104038,6,764.2464302399999,100.0,699000,6990,-394.0290832519531,0.00073,695999,-0.6088980436325073,0.0011048066662624478,0.09831370413303375
104183,6,765.1023829400001,100.0,700000,7000,-395.02252197265625,0.00073,696999,1.1850284337997437,0.0013839859748259187,0.016212223097682
104328,6,764.16765114,100.0,701000,7010,-394.5585632324219,0.00073,697999,-0.14962005615234375,0.0011125769233331084,0.019422389566898346
104474,6,763.6554982099999,100.0,702000,7020,-394.87530517578125,0.00073,698999,-3.2019450664520264,0.0014887320576235652,0.016357986256480217
104618,6,763.2397118199999,100.0,703000,7030,-394.63232421875,0.00073,699999,-1.2702693939208984,0.0014224173501133919,0.02812223881483078
104766,6,763.6356760599998,100.0,704000,7040,-394.203857421875,0.00073,700999,0.22271084785461426,0.0015813170466572046,0.055328670889139175
104914,6,762.9372313200001,100.0,705000,7050,-394.66387939453125,0.00073,701999,-7.177896022796631,0.0013035518350079656,0.04011889547109604
105060,6,762.5624559400001,100.0,706000,7060,-394.527587890625,0.00073,702999,0.6878713965415955,0.0013751343358308077,0.0176717396825552
105206,6,762.2828352800002,100.0,707000,7070,-393.9149169921875,0.00073,703999,4.56839656829834,0.0011013745097443461,0.029399683699011803
105352,6,762.4116001399999,100.0,708000,7080,-394.3009948730469,0.00073,704999,2.1145339012145996,0.0012973947450518608,0.059661999344825745
105498,6,762.0468127700001,100.0,709000,7090,-394.9898681640625,0.00073,705999,-2.2041776180267334,0.0013021627673879266,0.05381474643945694
105644,6,762.6390815700001,100.0,710000,7100,-394.573974609375,0.00073,706999,-3.726097583770752,0.0010938383638858795,0.013636084273457527
105792,6,763.52518807,100.0,711000,7110,-393.6905822753906,0.00073,707999,7.038926124572754,0.0013361157616600394,0.09558026492595673
105938,6,763.6972034899998,100.0,712000,7120,-394.1062927246094,0.00073,708999,2.0143980979919434,0.0011716519948095083,0.019454898312687874
106085,6,765.8295802800001,100.0,713000,7130,-394.3317565917969,0.00073,709999,-1.8375601768493652,0.001268321881070733,0.022505909204483032
106233,6,766.33701409,100.0,714000,7140,-394.73626708984375,0.00073,710999,1.6655056476593018,0.0012546899961307645,0.03776559233665466
106379,6,767.79351296,100.0,715000,7150,-394.979248046875,0.00073,711999,-1.5968214273452759,0.0013933145673945546,0.02346024103462696
106524,6,767.52363296,100.0,716000,7160,-394.5580749511719,0.00073,712999,1.761647343635559,0.0012365879956632853,0.05706260725855827
106672,6,767.2583799499998,100.0,717000,7170,-394.2917175292969,0.00073,713999,0.004281520843505859,0.0014327397802844644,0.19209077954292297
106819,6,768.2173765000001,100.0,718000,7180,-394.3209228515625,0.00073,714999,2.148291826248169,0.001315473928116262,0.052374422550201416
106966,6,768.1672972700002,100.0,719000,7190,-394.14642333984375,0.00073,715999,2.236081123352051,0.0014279783936217427,0.05075064301490784
107113,6,767.6832981299999,100.0,720000,7200,-394.78204345703125,0.00073,716999,-1.3156044483184814,0.0012475703842937946,0.023512624204158783
107260,6,766.8694520600001,100.0,721000,7210,-394.3589172363281,0.00073,717999,-4.995004653930664,0.0013097032206133008,0.03664765506982803
107407,6,768.05161034,100.0,722000,7220,-394.53643798828125,0.00073,718999,-0.6106580495834351,0.0011234801495447755,0.016529882326722145
107554,6,766.1859541800001,100.0,723000,7230,-394.4644470214844,0.00073,719999,-1.3045347929000854,0.001510087982751429,0.025267381221055984
107701,6,766.1969835599999,100.0,724000,7240,-393.79498291015625,0.00073,720999,3.368704319000244,0.0008735519368201494,0.034905027598142624
107846,6,765.7026230700001,100.0,725000,7250,-394.5650634765625,0.00073,721999,-1.3442158699035645,0.0013293242081999779,0.03593328222632408
107993,6,766.5819678900001,100.0,726000,7260,-394.50177001953125,0.00073,722999,-2.332988977432251,0.0014408336719498038,0.025393566116690636
108140,6,766.29993873,100.0,727000,7270,-394.6377868652344,0.00073,723999,0.25867652893066406,0.0014115647645667195,0.1911415159702301
108287,6,765.8052780999999,100.0,728000,7280,-394.3721923828125,0.00073,724999,1.2091827392578125,0.0012138967867940664,0.10087272524833679
108434,6,765.6138618699999,100.0,729000,7290,-394.131591796875,0.00073,725999,3.0131216049194336,0.0012511579552665353,0.03820452466607094
108581,6,765.56979681,100.0,730000,7300,-394.44671630859375,0.00073,726999,0.48464706540107727,0.001353405648842454,0.06365039199590683
108727,6,765.53993102,100.0,731000,7310,-394.36700439453125,0.00073,727999,0.7248457670211792,0.0012136114528402686,0.008982349187135696
108873,6,763.29229327,100.0,732000,7320,-394.5768737792969,0.00073,728999,-0.6542012691497803,0.0012969494564458728,0.024659868329763412
109021,6,763.8649250499999,100.0,733000,7330,-393.77142333984375,0.00073,729999,1.9235923290252686,0.0017766902456060052,0.05102147161960602
109167,6,762.1979893399999,100.0,734000,7340,-394.24267578125,0.00073,730999,0.04545983672142029,0.001157442107796669,0.02958056703209877
109311,6,762.3779242000002,100.0,735000,7350,-394.1072998046875,0.00073,731999,3.628413200378418,0.001245905295945704,0.04334026575088501
109458,6,762.4638865100001,100.0,736000,7360,-394.36883544921875,0.00073,732999,-6.85422945022583,0.0009914814727380872,0.0904698595404625
109604,6,763.71993732,100.0,737000,7370,-393.81329345703125,0.00073,733999,3.264364719390869,0.0013035773299634457,0.33311235904693604
109750,6,763.0596498499998,100.0,738000,7380,-394.392578125,0.00073,734999,-2.363736391067505,0.0012717156205326319,0.00953468307852745
109897,6,764.42277585,100.0,739000,7390,-394.8638916015625,0.00073,735999,0.571945309638977,0.0019039275357499719,0.03491276130080223
110045,6,764.57416615,100.0,740000,7400,-394.74566650390625,0.00073,736999,-2.5371832847595215,0.0015957733849063516,0.027327749878168106
110190,6,764.9704012099999,100.0,741000,7410,-394.7835388183594,0.00073,737999,-0.008014097809791565,0.0011850708397105336,0.04090651869773865
110336,6,766.0037151600002,100.0,742000,7420,-394.19189453125,0.00073,738999,0.10352551937103271,0.001491534523665905,0.03659173846244812
110482,6,766.3236690299999,100.0,743000,7430,-394.72662353515625,0.00073,739999,-3.84152889251709,0.0013273664517328143,0.028791069984436035
110628,6,768.45433215,100.0,744000,7440,-394.0977783203125,0.00073,740999,2.8337907791137695,0.0011779282940551639,0.031023522838950157
110774,6,767.70981014,100.0,745000,7450,-394.13360595703125,0.00073,741999,3.4474782943725586,0.0011764665832743049,0.0890250951051712
110922,6,767.44741718,100.0,746000,7460,-394.69488525390625,0.00073,742999,-4.4087371826171875,0.0012005796888843179,0.06578338146209717
111069,6,766.21279628,100.0,747000,7470,-394.01092529296875,0.00073,743999,3.9671871662139893,0.0012554291170090437,0.02752752974629402
111215,6,765.70409154,100.0,748000,7480,-394.18536376953125,0.00073,744999,2.1584768295288086,0.0017011163290590048,0.05131000652909279
111361,6,765.4247128300001,100.0,749000,7490,-394.20440673828125,0.00073,745999,2.526757001876831,0.001399865373969078,0.015875302255153656
111507,6,765.70341848,100.0,750000,7500,-393.8822326660156,0.00073,746999,0.09203994274139404,0.001249650726094842,0.10566380620002747
111653,6,766.2360588100001,100.0,751000,7510,-394.1378479003906,0.00073,747999,-0.18885588645935059,0.0015233744634315372,0.011947229504585266
111800,6,767.0881531000002,100.0,752000,7520,-394.552978515625,0.00073,748999,-4.773985385894775,0.0011988126207143068,0.018227551132440567
111948,6,766.67183098,100.0,753000,7530,-394.1053466796875,0.00073,749999,-1.075242519378662,0.0015538714360445738,0.02941502258181572
112097,6,765.4969839599997,100.0,754000,7540,-394.0262145996094,0.00073,750999,4.1413116455078125,0.0011117098620161414,0.022571085020899773
112245,6,767.43500555,100.0,755000,7550,-394.54132080078125,0.00073,751999,5.659470081329346,0.0014702074695378542,0.0373511016368866
112392,6,766.6395872299998,100.0,756000,7560,-394.37652587890625,0.00073,752999,-2.4193778038024902,0.001374984858557582,0.03563515469431877
112539,6,766.0580446400002,100.0,757000,7570,-394.40777587890625,0.00073,753999,-2.431875705718994,0.001432402990758419,0.02564181759953499
112686,6,767.58588998,100.0,758000,7580,-394.40008544921875,0.00073,754999,-0.23356285691261292,0.0012353857746347785,0.11687498539686203
112832,6,767.1720581100001,100.0,759000,7590,-394.1655578613281,0.00073,755999,-1.2949483394622803,0.001176119432784617,0.0446799211204052
112978,6,766.3268525800001,100.0,760000,7600,-394.0906677246094,0.00073,756999,-0.6484605073928833,0.0015627190005034208,0.011927919462323189
113125,6,765.3863907200002,100.0,761000,7610,-393.8465576171875,0.00073,757999,-1.1078507900238037,0.0013314157258719206,0.08680512756109238
113272,6,763.9019205500001,100.0,762000,7620,-394.4242248535156,0.00073,758999,0.2931833863258362,0.0015565077774226665,0.036066934466362
113418,6,765.1706467,100.0,763000,7630,-394.19970703125,0.00073,759999,1.2607795000076294,0.0011910186149179935,0.02317425236105919
113567,6,765.4037444,100.0,764000,7640,-394.122802734375,0.00073,760999,-2.7810914516448975,0.0015743065159767866,0.040342897176742554
113714,6,762.90311647,100.0,765000,7650,-393.6418151855469,0.00073,761999,-0.3318784236907959,0.0011899808887392282,0.03521217405796051
113862,6,764.2221561099999,100.0,766000,7660,-394.5036315917969,0.00073,762999,1.0284993648529053,0.0014579345006495714,0.026255112141370773
114007,6,764.2418466199998,100.0,767000,7670,-394.5059814453125,0.00073,763999,0.15763181447982788,0.001581488992087543,0.04692721366882324
114154,6,763.7038079599998,100.0,768000,7680,-393.7229309082031,0.00073,764999,0.7300557494163513,0.0011411691084504128,0.03867439180612564
114300,6,763.4004070599999,100.0,769000,7690,-394.4776916503906,0.00073,765999,0.4725657105445862,0.0014156346442177892,0.007488411385565996
114448,6,763.91606159,100.0,770000,7700,-394.1232604980469,0.00073,766999,1.4129951000213623,0.001292048953473568,0.02804928459227085
114594,6,764.21261734,100.0,771000,7710,-394.6574401855469,0.00073,767999,3.3890833854675293,0.001190721639432013,0.027168627828359604
114740,6,764.6534661000001,100.0,772000,7720,-394.8030700683594,0.00073,768999,-3.6533613204956055,0.001602022908627987,0.035648148506879807
114887,6,764.4372545599998,100.0,773000,7730,-393.8578186035156,0.00073,769999,5.786991119384766,0.0014242124743759632,0.04546573758125305
115034,6,764.5076128400001,100.0,774000,7740,-394.56494140625,0.00073,770999,-0.18783342838287354,0.0014016608474776149,0.008973836898803711
115181,6,765.18335729,100.0,775000,7750,-394.18670654296875,0.00073,771999,4.50874137878418,0.0015974772395566106,0.03484996035695076
115328,6,764.5125837,100.0,776000,7760,-394.1208190917969,0.00073,772999,0.18213225901126862,0.001490723225288093,0.056159503757953644
115474,6,764.6706981799999,100.0,777000,7770,-394.07000732421875,0.00073,773999,1.8068628311157227,0.001369602745398879,0.04724392294883728
115620,6,765.0812686900001,100.0,778000,7780,-394.5981140136719,0.00073,774999,0.7414798736572266,0.0012213295558467507,0.01374956127256155
115767,6,765.3418179300002,100.0,779000,7790,-394.503662109375,0.00073,775999,5.572694778442383,0.0017077629454433918,0.026403728872537613
115913,6,765.1044201399999,100.0,780000,7800,-394.5679931640625,0.00073,776999,-0.15049302577972412,0.001353567000478506,0.054670222103595734
116061,6,765.33213038,100.0,781000,7810,-394.3613586425781,0.00073,777999,1.3632482290267944,0.0013604732230305672,0.026331748813390732
116206,6,765.9562989800002,100.0,782000,7820,-394.7103576660156,0.00073,778999,-5.241631984710693,0.001335259061306715,0.07991021126508713
116351,6,765.19188136,100.0,783000,7830,-394.1314392089844,0.00073,779999,1.8664146661758423,0.001349136931821704,0.049290381371974945
116497,6,764.3045916400001,100.0,784000,7840,-394.847900390625,0.00073,780999,-2.3623268604278564,0.0015514157712459564,0.012545181438326836
116644,6,765.56597151,100.0,785000,7850,-394.5916748046875,0.00073,781999,-0.5322511196136475,0.0016389419324696064,0.03202205151319504
116791,6,766.2354258,100.0,786000,7860,-394.0874938964844,0.00073,782999,2.3277153968811035,0.0016567809507250786,0.018749646842479706
116938,6,765.94440506,100.0,787000,7870,-394.1851806640625,0.00073,783999,3.4979918003082275,0.0017881386447697878,0.07593227922916412
117087,6,765.0513118599999,100.0,788000,7880,-394.0254821777344,0.00073,784999,-0.037746548652648926,0.001592503278516233,0.0724300965666771
117234,6,765.8062866600001,100.0,789000,7890,-394.18890380859375,0.00073,785999,2.59706711769104,0.0021948833018541336,0.06281669437885284
117383,6,764.7334852900001,100.0,790000,7900,-394.5325012207031,0.00073,786999,-3.0516223907470703,0.0015098863514140248,0.026934387162327766
117530,6,764.63295114,100.0,791000,7910,-393.991943359375,0.00073,787999,0.4409179091453552,0.0016023055650293827,0.037340931594371796
117676,6,765.3901188799999,100.0,792000,7920,-393.9561767578125,0.00073,788999,3.5638084411621094,0.001231280155479908,0.017999317497015
117823,6,765.1337934300001,100.0,793000,7930,-394.35321044921875,0.00073,789999,-3.2577638626098633,0.0018663483206182718,0.02643103525042534
117970,6,766.07356428,100.0,794000,7940,-394.6255798339844,0.00073,790999,-5.571197509765625,0.0014752903953194618,0.051940884441137314
118117,6,764.9171362500003,100.0,795000,7950,-394.1197814941406,0.00073,791999,-2.1594676971435547,0.0018903942545875907,0.019056588411331177
118264,6,762.9321088300001,100.0,796000,7960,-394.3385925292969,0.00073,792999,2.073678731918335,0.001422884059138596,0.01954774186015129
118410,6,764.2281137000001,100.0,797000,7970,-393.5472106933594,0.00073,793999,0.5536654591560364,0.0016255766386166215,0.12394484877586365
118559,6,763.34575071,100.0,798000,7980,-394.22161865234375,0.00073,794999,1.465686321258545,0.0015566933434456587,0.0616992823779583
118705,6,763.10863063,100.0,799000,7990,-394.56787109375,0.00073,795999,-0.7813276648521423,0.0015736115165054798,0.06185794994235039
118853,6,764.8124211899999,100.0,800000,8000,-394.2868347167969,0.00073,796999,-2.562764883041382,0.0015914951218292117,0.01307813823223114
119001,6,764.87192299,100.0,801000,8010,-393.7090148925781,0.00073,797999,3.1883301734924316,0.0013827129732817411,0.016087515279650688
119149,6,763.65045277,100.0,802000,8020,-394.572509765625,0.00073,798999,1.412149429321289,0.0015132278203964233,0.024157052859663963
119297,6,763.65042371,100.0,803000,8030,-394.0629577636719,0.00073,799999,-1.2726047039031982,0.0013528384733945131,0.01740294322371483
119445,6,763.6515356599998,100.0,804000,8040,-393.9223327636719,0.00073,800999,7.047914505004883,0.0012913388200104237,0.06267627328634262
119592,6,764.17622244,100.0,805000,8050,-393.9355773925781,0.00073,801999,0.07910263538360596,0.0012734966585412621,0.03419118374586105
119740,6,765.5579541899999,100.0,806000,8060,-394.3563537597656,0.00073,802999,2.8331799507141113,0.0011724226642400026,0.04049573093652725
119887,6,766.02014415,100.0,807000,8070,-394.3948974609375,0.00073,803999,-1.0928987264633179,0.0014994892990216613,0.04940206557512283
120035,6,767.37604649,100.0,808000,8080,-394.5660705566406,0.00073,804999,-2.004802703857422,0.0011964603327214718,0.08799462020397186
120182,6,766.1896848099999,100.0,809000,8090,-394.96173095703125,0.00073,805999,-5.722003936767578,0.001250766683369875,0.049547478556632996
120329,6,764.1596408999999,100.0,810000,8100,-394.2679138183594,0.00073,806999,-3.227163791656494,0.0014063753187656403,0.012652894482016563
120476,6,764.0818640600003,100.0,811000,8110,-394.3356018066406,0.00073,807999,1.3126208782196045,0.0012848551850765944,0.026504535228013992
120623,6,764.3015751,100.0,812000,8120,-393.8489990234375,0.00073,808999,3.3406498432159424,0.0010265958262607455,0.021438658237457275
120770,6,763.32530669,100.0,813000,8130,-394.3989562988281,0.00073,809999,1.3061658143997192,0.0011511031771078706,0.011925796046853065
120917,6,762.8173642,100.0,814000,8140,-394.51031494140625,0.00073,810999,-0.46402913331985474,0.0015016773249953985,0.04327334091067314
121064,6,761.7705760499999,100.0,815000,8150,-393.7890319824219,0.00073,811999,2.1876838207244873,0.001306902151554823,0.027903296053409576
121212,6,761.12749965,100.0,816000,8160,-394.6596374511719,0.00073,812999,4.929194927215576,0.00126614049077034,0.004151277244091034
121358,6,760.44424561,100.0,817000,8170,-393.877685546875,0.00073,813999,5.950237274169922,0.0013725081225857139,0.07295890152454376
121505,6,760.0784987900003,100.0,818000,8180,-394.08807373046875,0.00073,814999,0.07874441146850586,0.0013805540511384606,0.031210076063871384
121652,6,760.34277865,100.0,819000,8190,-394.0252685546875,0.00073,815999,2.1743314266204834,0.0011173250386491418,0.029276225715875626
121799,6,761.64999956,100.0,820000,8200,-394.3697509765625,0.00073,816999,-1.8943883180618286,0.001332433195784688,0.0768342912197113
121946,6,761.4616226100001,100.0,821000,8210,-394.4205017089844,0.00073,817999,2.5835771560668945,0.001857197261415422,0.03373990207910538
122093,6,761.89833635,100.0,822000,8220,-394.73876953125,0.00073,818999,-3.5294299125671387,0.0015130136162042618,0.014506768435239792
122241,6,762.6743509100002,100.0,823000,8230,-394.4984130859375,0.00073,819999,-3.0727665424346924,0.0013041499769315124,0.030661046504974365
122392,6,763.25219519,100.0,824000,8240,-394.58795166015625,0.00073,820999,-3.9058585166931152,0.0013214414939284325,0.03535192459821701
122541,6,764.82290737,100.0,825000,8250,-394.4704284667969,0.00073,821999,3.5304787158966064,0.001042594900354743,0.016282714903354645
122690,6,765.2705790900001,100.0,826000,8260,-394.0945129394531,0.00073,822999,3.4242420196533203,0.0013331602094694972,0.026224149391055107
122840,6,765.49642112,100.0,827000,8270,-394.55816650390625,0.00073,823999,1.9426522254943848,0.0011601302539929748,0.01686130091547966
122988,6,766.1580085,100.0,828000,8280,-394.32696533203125,0.00073,824999,0.9915556311607361,0.0015503567410632968,0.032361600548028946
123136,6,766.19717035,100.0,829000,8290,-394.1168518066406,0.00073,825999,7.374933242797852,0.0016679385444149375,0.1950276792049408
123284,6,764.7093288399999,100.0,830000,8300,-394.3829040527344,0.00073,826999,0.017766475677490234,0.0010718022240325809,0.02087300270795822
123431,6,765.9001295200001,100.0,831000,8310,-393.703125,0.00073,827999,2.4850053787231445,0.0011965921148657799,0.020495550706982613
123579,6,766.5602873299998,100.0,832000,8320,-394.12823486328125,0.00073,828999,2.9972457885742188,0.001448417897336185,0.2366645634174347
123725,6,765.7595390399999,100.0,833000,8330,-394.77667236328125,0.00073,829999,-5.162842273712158,0.001325657358393073,0.039194852113723755
123874,6,765.4569218299999,100.0,834000,8340,-394.4635009765625,0.00073,830999,-0.18210282921791077,0.0014150002971291542,0.02969808131456375
124023,6,764.08617688,100.0,835000,8350,-394.7915954589844,0.00073,831999,-0.8840047717094421,0.001281495438888669,0.024068079888820648
124173,6,763.68328076,100.0,836000,8360,-394.07904052734375,0.00073,832999,-1.2564398050308228,0.0012913148384541273,0.07507958263158798
124320,6,763.6407421800001,100.0,837000,8370,-394.1705627441406,0.00073,833999,1.0063583850860596,0.0012566976947709918,0.018595032393932343
124469,6,762.3352565000001,100.0,838000,8380,-394.38836669921875,0.00073,834999,2.1408402919769287,0.0010605466086417437,0.03290463984012604
124615,6,763.5466481299998,100.0,839000,8390,-394.26531982421875,0.00073,835999,0.4157677888870239,0.0013048677938058972,0.014963584952056408
124763,6,764.2139251599999,100.0,840000,8400,-394.38165283203125,0.00073,836999,-0.7297672033309937,0.0012401653220877051,0.10600899159908295
124911,6,763.0488853799999,100.0,841000,8410,-393.7955017089844,0.00073,837999,3.740385055541992,0.0012567671947181225,0.024525774642825127
125059,6,761.9715990300001,100.0,842000,8420,-394.0518493652344,0.00073,838999,1.747705101966858,0.0010033223079517484,0.022107165306806564
125206,6,763.03894107,100.0,843000,8430,-394.327392578125,0.00073,839999,0.014349699020385742,0.0010708990739658475,0.04892655834555626
125352,6,763.3216771999998,100.0,844000,8440,-393.6244201660156,0.00073,840999,5.280000686645508,0.0012671606382355094,0.038879700005054474
125499,6,763.4633340600001,100.0,845000,8450,-394.26983642578125,0.00073,841999,0.6871673464775085,0.0011600528378039598,0.018642276525497437
125647,6,762.8557276800001,100.0,846000,8460,-394.2412414550781,0.00073,842999,-1.848247766494751,0.0011487234150990844,0.09411963820457458
125794,6,762.5539172800002,100.0,847000,8470,-393.7340087890625,0.00073,843999,0.8275221586227417,0.001447102753445506,0.09724211692810059
125944,6,763.4448917599999,100.0,848000,8480,-393.644775390625,0.00073,844999,1.26692795753479,0.0009427520562894642,0.017654072493314743
126093,6,762.1728940699999,100.0,849000,8490,-394.6080017089844,0.00073,845999,-2.536045551300049,0.0011461616959422827,0.00765150086954236
126241,6,762.7221403499998,100.0,850000,8500,-394.31817626953125,0.00073,846999,-0.6545723676681519,0.0013295442331582308,0.03381144627928734
126388,6,762.76823002,100.0,851000,8510,-394.246826171875,0.00073,847999,-0.2526884078979492,0.0011746616801247,0.024108435958623886
126537,6,763.0987492400001,100.0,852000,8520,-394.345458984375,0.00073,848999,2.571044445037842,0.0014302510535344481,0.02240290865302086
126684,6,762.21084059,100.0,853000,8530,-394.6052551269531,0.00073,849999,0.9897830486297607,0.0015577187296003103,0.05835631117224693
126833,6,762.4955395000001,100.0,854000,8540,-394.31414794921875,0.00073,850999,-3.087390422821045,0.001380045898258686,0.03701530024409294
126982,6,763.14618885,100.0,855000,8550,-394.24945068359375,0.00073,851999,-2.5765864849090576,0.0009377145324833691,0.09081567823886871
127130,6,762.98370128,100.0,856000,8560,-394.208251953125,0.00073,852999,7.937063217163086,0.0014301732880994678,0.04446743428707123
127277,6,763.33307229,100.0,857000,8570,-394.3906555175781,0.00073,853999,0.7753677368164062,0.0012938727159053087,0.021202892065048218
127425,6,763.7593388299997,100.0,858000,8580,-394.04327392578125,0.00073,854999,-0.45168477296829224,0.0012264231918379664,0.05121330916881561
127575,6,763.5464205899998,100.0,859000,8590,-393.5509948730469,0.00073,855999,6.131434917449951,0.0012331451289355755,0.03839951753616333
127723,6,764.77680205,100.0,860000,8600,-394.2807312011719,0.00073,856999,-1.4558043479919434,0.001831950736232102,0.05625059828162193
127873,6,765.1387807399999,100.0,861000,8610,-394.6264953613281,0.00073,857999,1.1512717008590698,0.0010560693917796016,0.11536967754364014
128021,6,765.26368867,100.0,862000,8620,-393.814453125,0.00073,858999,5.275557994842529,0.001327403704635799,0.03196984902024269
128168,6,765.6929404499999,100.0,863000,8630,-394.0727233886719,0.00073,859999,0.2514024078845978,0.0013420662144199014,0.009922428987920284
128315,6,766.1301188599999,100.0,864000,8640,-394.1195068359375,0.00073,860999,-3.961472749710083,0.0013173463521525264,0.05471774935722351
128464,6,766.1144052700001,100.0,865000,8650,-394.3753967285156,0.00073,861999,0.8920313715934753,0.0013247624738141894,0.1110333725810051
128611,6,767.4673345999998,100.0,866000,8660,-394.21868896484375,0.00073,862999,4.811901092529297,0.0013772802194580436,0.04170869290828705
128758,6,766.1040780100001,100.0,867000,8670,-393.9801330566406,0.00073,863999,-0.6347764730453491,0.0014487204607576132,0.07029148936271667
128907,6,766.0732501200001,100.0,868000,8680,-394.32269287109375,0.00073,864999,-0.9636715650558472,0.001008355407975614,0.04024112597107887
129054,6,766.89792803,100.0,869000,8690,-394.4205322265625,0.00073,865999,-3.2022788524627686,0.0014974642544984818,0.006068019196391106
129204,6,765.1042782100001,100.0,870000,8700,-394.12322998046875,0.00073,866999,-0.22132441401481628,0.0011646703351289034,0.011550670489668846
129353,6,765.91506846,100.0,871000,8710,-394.29266357421875,0.00073,867999,-3.568310260772705,0.0014439100632444024,0.05214772745966911
129502,6,765.8287422000001,100.0,872000,8720,-394.4389343261719,0.00073,868999,0.783482551574707,0.0011719308095052838,0.04503264278173447
129652,6,766.3737304900001,100.0,873000,8730,-394.0435791015625,0.00073,869999,7.970320224761963,0.0013147577410563827,0.07899937778711319
129799,6,765.7020925700001,100.0,874000,8740,-394.2116394042969,0.00073,870999,0.30673617124557495,0.0015013122465461493,0.010233461856842041
129947,6,765.45112159,100.0,875000,8750,-394.2010803222656,0.00073,871999,-0.06383540481328964,0.0013257793616503477,0.03050174005329609
130095,6,764.42489892,100.0,876000,8760,-394.21563720703125,0.00073,872999,-1.0085601806640625,0.0012759625678882003,0.017668072134256363
130245,6,765.8089490099999,100.0,877000,8770,-394.22393798828125,0.00073,873999,4.539089202880859,0.0014579046983271837,0.028404228389263153
130397,6,764.80863907,100.0,878000,8780,-394.1678466796875,0.00073,874999,3.4466660022735596,0.0014787358231842518,0.016552269458770752
130545,6,764.7592114299998,100.0,879000,8790,-394.3891906738281,0.00073,875999,-1.1626307964324951,0.001261891215108335,0.01726115122437477
130696,6,766.3405956500002,100.0,880000,8800,-394.020751953125,0.00073,876999,-3.9024486541748047,0.0012913086684420705,0.07320278882980347
130860,6,763.9851851999999,100.0,881000,8810,-394.30828857421875,0.00073,877999,-3.1446032524108887,0.001163766602985561,0.03524436801671982
131010,6,763.2025835000001,100.0,882000,8820,-394.33648681640625,0.00073,878999,-1.8866374492645264,0.0013926781248301268,0.0321851447224617
131159,6,764.2556115,100.0,883000,8830,-394.4763488769531,0.00073,879999,0.32697761058807373,0.0014035676140338182,0.038193218410015106
131308,6,764.0184563000003,100.0,884000,8840,-394.4577331542969,0.00073,880999,-0.4263765811920166,0.0015734817134216428,0.022037120535969734
131456,6,764.3809339499998,100.0,885000,8850,-394.4317626953125,0.00073,881999,-3.6884756088256836,0.0013022260973230004,0.009110584855079651
131605,6,764.6931319299999,100.0,886000,8860,-394.0565185546875,0.00073,882999,1.2871464490890503,0.0014723704662173986,0.02757103741168976
131752,6,763.9267933200001,100.0,887000,8870,-394.1846618652344,0.00073,883999,-0.6067359447479248,0.0014416067861020565,0.6626012921333313
131901,6,765.1470865100001,100.0,888000,8880,-393.9738464355469,0.00073,884999,1.2774564027786255,0.0015131535474210978,0.026047827675938606
132048,6,764.0819857199999,100.0,889000,8890,-393.6922302246094,0.00073,885999,-0.942702054977417,0.0014986193273216486,0.05000164359807968
132196,6,764.1816055200001,100.0,890000,8900,-394.6639404296875,0.00073,886999,-6.116521835327148,0.0015658899210393429,0.04257824271917343
132343,6,766.0597319000001,100.0,891000,8910,-394.1189880371094,0.00073,887999,0.15666985511779785,0.0014086216688156128,0.06594828516244888
132494,6,766.0406249399998,100.0,892000,8920,-393.5103759765625,0.00073,888999,2.302670955657959,0.00147606513928622,0.05875833332538605
132642,6,765.84901743,100.0,893000,8930,-394.28753662109375,0.00073,889999,-0.5967134237289429,0.0011946263257414103,0.01970466412603855
132790,6,765.12153699,100.0,894000,8940,-394.26776123046875,0.00073,890999,3.1565372943878174,0.0016310933278873563,0.020306676626205444
