rollout/ep_len_mean,time/fps,time/total_timesteps,rollout/ep_rew_mean,time/episodes,time/time_elapsed,train/critic_loss,train/actor_loss,train/learning_rate,train/n_updates,train/ent_coef_loss,train/ent_coef
14.65,7,308481,-3.0524899899999998,18500,43395,0.01076432503759861,2.6134190559387207,0.00073,305480,15.702261924743652,0.0004601688706316054
14.57,7,308623,-3.0329306000000003,18510,43415,0.008425513282418251,2.4421212673187256,0.00073,305622,-25.50668716430664,0.00045193746336735785
14.54,7,308765,-3.0267280899999998,18520,43434,0.010181913152337074,2.544140338897705,0.00073,305764,0.888789176940918,0.0004581207176670432
14.42,7,308903,-3.01107601,18530,43454,0.009518306702375412,2.473194122314453,0.00073,305902,-2.045067310333252,0.0004681716382037848
14.35,7,309046,-3.02402723,18540,43473,0.011611116118729115,2.4701552391052246,0.00073,306045,-3.3985848426818848,0.0004755485861096531
14.33,7,309191,-3.02054176,18550,43493,0.008799046277999878,2.594313144683838,0.00073,306190,14.980323791503906,0.0004791931132785976
14.34,7,309338,-3.02018572,18560,43514,0.011298423632979393,2.5072293281555176,0.00073,306337,4.552663326263428,0.0004827076627407223
14.3,7,309482,-3.0085636800000004,18570,43533,0.008610634133219719,2.517670154571533,0.00073,306481,-1.794848918914795,0.0004617476952262223
14.36,7,309633,-3.03112376,18580,43554,0.008169125765562057,2.508598566055298,0.00073,306632,0.07263326644897461,0.0004665701708290726
14.41,7,309780,-3.02853031,18590,43574,0.010935986414551735,2.5045342445373535,0.00073,306779,12.201909065246582,0.00047066135448403656
14.49,7,309930,-3.04643008,18600,43596,0.008737796917557716,2.671079635620117,0.00073,306929,8.464015007019043,0.0004667335015255958
14.59,7,310082,-3.05519144,18610,43617,0.00941989105194807,2.547243356704712,0.00073,307081,9.264857292175293,0.00045462799607776105
14.7,7,310235,-3.07409601,18620,43638,0.012128999456763268,2.501943588256836,0.00073,307234,9.19659423828125,0.0004677838005591184
14.79,7,310382,-3.09218547,18630,43658,0.007985314354300499,2.5135531425476074,0.00073,307381,-16.003372192382812,0.0004704791645053774
14.88,7,310534,-3.08404744,18640,43680,0.008963247761130333,2.4553725719451904,0.00073,307533,-2.307457685470581,0.0004672135692089796
14.89,7,310680,-3.08826815,18650,43700,0.010670834220945835,2.451787233352661,0.00073,307679,-7.460976600646973,0.000471757841296494
14.88,7,310826,-3.08932144,18660,43720,0.0075772833079099655,2.471991777420044,0.00073,307825,-15.662701606750488,0.00047021900536492467
14.9,7,310972,-3.08299666,18670,43741,0.009132212027907372,2.636889934539795,0.00073,307971,30.57906150817871,0.00046106212539598346
14.87,7,311120,-3.0887731700000005,18680,43761,0.0071480972692370415,2.420248031616211,0.00073,308119,-16.374698638916016,0.0004578828811645508
14.85,7,311265,-3.1106580200000007,18690,43781,0.009524957276880741,2.606801986694336,0.00073,308264,5.89772891998291,0.00046365419984795153
14.79,7,311409,-3.11020608,18700,43801,0.008388051763176918,2.5238447189331055,0.00073,308408,-4.886356353759766,0.00046341592678800225
14.71,7,311553,-3.1087817199999996,18710,43821,0.010511104017496109,2.566696882247925,0.00073,308552,29.146312713623047,0.00046107950038276613
14.6,7,311695,-3.0997557800000006,18720,43841,0.00958232581615448,2.5663211345672607,0.00073,308694,12.731321334838867,0.00046135022421367466
14.57,7,311839,-3.0942661799999995,18730,43861,0.01051710732281208,2.605700731277466,0.00073,308838,2.046748161315918,0.0004711299843620509
14.54,7,311988,-3.09733941,18740,43882,0.005766062997281551,2.5106983184814453,0.00073,308987,-15.54614543914795,0.0004547261924017221
14.54,7,312134,-3.0816357299999995,18750,43902,0.009485812857747078,2.4684579372406006,0.00073,309133,-21.797283172607422,0.00045124514144845307
14.51,7,312277,-3.0752889299999997,18760,43922,0.006294258404523134,2.445974111557007,0.00073,309276,-11.630189895629883,0.0004518631030805409
14.53,7,312425,-3.0957858199999992,18770,43943,0.008746914565563202,2.472031831741333,0.00073,309424,15.426030158996582,0.00045215364661999047
14.46,7,312566,-3.0752033000000005,18780,43963,0.00743903499096632,2.4535980224609375,0.00073,309565,-18.926586151123047,0.00045155102270655334
14.45,7,312710,-3.07184956,18790,43983,0.008376565761864185,2.456012725830078,0.00073,309709,0.7688713073730469,0.000447525002527982
14.46,7,312855,-3.0691925099999993,18800,44003,0.01018054410815239,2.480696439743042,0.00073,309854,-6.1553955078125,0.0004487060068640858
14.46,7,312999,-3.0719948699999997,18810,44023,0.009091522544622421,2.392429828643799,0.00073,309998,-28.1875,0.0004545516858343035
14.48,7,313143,-3.088024290000001,18820,44043,0.00875932164490223,2.4691319465637207,0.00073,310142,19.376081466674805,0.0004358002624940127
14.53,7,313292,-3.0901993300000004,18830,44064,0.0077232737094163895,2.555518388748169,0.00073,310291,14.682429313659668,0.00043645722325891256
14.49,7,313437,-3.06135956,18840,44084,0.00827486626803875,2.609557628631592,0.00073,310436,25.892871856689453,0.0004392737755551934
14.53,7,313587,-3.079518459999999,18850,44104,0.009262852370738983,2.649325370788574,0.00073,310586,36.31526184082031,0.00044380102190189064
14.57,7,313734,-3.10205606,18860,44125,0.009672621265053749,2.475184917449951,0.00073,310733,11.00114631652832,0.00044631410855799913
14.56,7,313881,-3.09834482,18870,44145,0.009228706359863281,2.395629405975342,0.00073,310880,6.605564117431641,0.00044410774717107415
14.66,7,314032,-3.1075797400000003,18880,44166,0.008840115740895271,2.5131030082702637,0.00073,311031,14.217337608337402,0.00044377901940606534
14.69,7,314179,-3.0956764900000007,18890,44187,0.010017728433012962,2.48506498336792,0.00073,311178,-9.439298629760742,0.00045965175377205014
14.66,7,314321,-3.1058510999999998,18900,44208,0.00878203846514225,2.459712028503418,0.00073,311320,10.260367393493652,0.00045214116107672453
14.67,7,314466,-3.1104975099999996,18910,44230,0.007946263998746872,2.3865556716918945,0.00073,311465,-4.774380683898926,0.00044195825466886163
14.68,7,314611,-3.0879350500000005,18920,44251,0.007672126870602369,2.4751110076904297,0.00073,311610,-4.604636192321777,0.0004467636172194034
14.66,7,314758,-3.0783817799999995,18930,44273,0.011079313233494759,2.5267605781555176,0.00073,311757,-22.193790435791016,0.0004515055916272104
14.69,7,314906,-3.1290379100000005,18940,44295,0.00884521659463644,2.461137056350708,0.00073,311905,-7.576547622680664,0.00045707073877565563
14.6,7,315047,-3.11420024,18950,44314,0.007340592797845602,2.336794853210449,0.00073,312046,-24.883140563964844,0.00045909054460935295
14.59,7,315193,-3.0864127600000004,18960,44334,0.007453883998095989,2.424506664276123,0.00073,312192,-24.06997299194336,0.0004457596514839679
14.54,7,315335,-3.0733383599999997,18970,44354,0.0074419379234313965,2.3942508697509766,0.00073,312334,-21.292213439941406,0.00045508670154958963
14.52,7,315484,-3.09303045,18980,44375,0.007618216797709465,2.5573205947875977,0.00073,312483,15.988676071166992,0.00045849112211726606
14.49,7,315628,-3.09985524,18990,44395,0.007711915299296379,2.4911270141601562,0.00073,312627,-7.631779670715332,0.00045343118836171925
14.5,7,315771,-3.0983160000000005,19000,44415,0.008123642764985561,2.413814067840576,0.00073,312770,-16.383464813232422,0.00044116697972640395
14.5,7,315916,-3.09003916,19010,44435,0.006737084593623877,2.372591018676758,0.00073,312915,-33.203487396240234,0.0004386707441881299
14.5,7,316061,-3.09044396,19020,44455,0.009803883731365204,2.5359714031219482,0.00073,313060,-6.606736183166504,0.00043962226482108235
14.47,7,316205,-3.0915988700000003,19030,44475,0.0070680370554327965,2.4152169227600098,0.00073,313204,11.142152786254883,0.00044972001342102885
14.42,7,316348,-3.0511114299999997,19040,44495,0.010372575372457504,2.480689525604248,0.00073,313347,2.136725425720215,0.00045829068403691053
14.47,7,316494,-3.0576057499999996,19050,44515,0.009113969281315804,2.5197291374206543,0.00073,313493,-3.7991690635681152,0.0004802206240128726
14.45,7,316638,-3.0573877000000005,19060,44535,0.009964589029550552,2.329106092453003,0.00073,313637,-8.83011245727539,0.000472207524580881
14.52,7,316787,-3.07352585,19070,44555,0.006729118525981903,2.294750690460205,0.00073,313786,-54.7976188659668,0.00045244372449815273
14.5,7,316934,-3.0483711499999995,19080,44576,0.01041913591325283,2.4228267669677734,0.00073,313933,-4.414546966552734,0.0004319344589021057
14.49,7,317077,-3.029244999999999,19090,44595,0.007797452621161938,2.4082930088043213,0.00073,314076,-0.4981851577758789,0.0004200397233944386
14.49,7,317220,-2.9985905600000002,19100,44615,0.009529494680464268,2.416954517364502,0.00073,314219,8.023273468017578,0.0004293806850910187
14.53,7,317369,-3.0015877000000004,19110,44636,0.007546046748757362,2.3643906116485596,0.00073,314368,-8.687150001525879,0.0004366608045529574
14.57,7,317518,-3.01751303,19120,44656,0.009653382003307343,2.4291207790374756,0.00073,314517,4.842621326446533,0.0004436323943082243
14.55,7,317660,-3.0115766699999993,19130,44676,0.008830491453409195,2.3611397743225098,0.00073,314659,-14.328234672546387,0.00044768635416403413
14.59,7,317807,-3.0284475100000003,19140,44696,0.008372297510504723,2.413564682006836,0.00073,314806,2.266605854034424,0.0004512023297138512
14.63,7,317957,-3.0271408,19150,44717,0.008574765175580978,2.437070846557617,0.00073,314956,-6.420583248138428,0.0004405027430038899
14.7,7,318108,-3.0410135599999997,19160,44738,0.009840751066803932,2.432312250137329,0.00073,315107,2.00103497505188,0.0004399200261104852
14.69,7,318256,-3.02260847,19170,44758,0.009611799381673336,2.4840312004089355,0.00073,315255,26.079063415527344,0.0004461590142454952
14.7,7,318404,-3.02686982,19180,44779,0.007815252989530563,2.385451316833496,0.00073,315403,-3.372948169708252,0.0004349605005700141
14.75,7,318552,-3.0426405899999995,19190,44799,0.009036494418978691,2.350513219833374,0.00073,315551,-2.9902725219726562,0.0004386596556287259
14.73,7,318693,-3.045849500000001,19200,44819,0.008761653676629066,2.40356183052063,0.00073,315692,0.7590928077697754,0.00044440559577196836
14.65,7,318834,-3.0428054600000003,19210,44839,0.009513262659311295,2.440851926803589,0.00073,315833,10.409872055053711,0.00045696113375015557
14.61,7,318979,-3.034750180000001,19220,44859,0.008542587980628014,2.3059277534484863,0.00073,315978,-16.778907775878906,0.0004556755884550512
14.59,7,319119,-3.03664776,19230,44878,0.008015893399715424,2.359645128250122,0.00073,316118,-6.5087199211120605,0.00045591467642225325
14.53,7,319260,-3.0347325900000004,19240,44898,0.008936678990721703,2.359405994415283,0.00073,316259,-17.419208526611328,0.0004558731452561915
14.45,7,319402,-3.0511450499999997,19250,44918,0.008723258972167969,2.49685001373291,0.00073,316401,31.279132843017578,0.00043840621947310865
14.35,7,319543,-3.0364016599999997,19260,44937,0.0072241295129060745,2.377253532409668,0.00073,316542,-13.343290328979492,0.00043375816312618554
14.37,7,319693,-3.0779511900000007,19270,44958,0.009652532637119293,2.3464395999908447,0.00073,316692,5.0754804611206055,0.0004370217793621123
15.08,7,319912,-3.468099219999999,19280,44988,0.009382804855704308,2.4245450496673584,0.00073,316911,9.143135070800781,0.0004549897275865078
15.9,7,320142,-3.70433536,19290,45020,0.007965422235429287,2.3812060356140137,0.00073,317141,2.970973253250122,0.00046658486826345325
16.84,7,320377,-3.9664148,19300,45053,0.007911395281553268,2.5298497676849365,0.00073,317376,13.583036422729492,0.00047962539247237146
17.15,7,320549,-4.0666259700000005,19310,45077,0.007507024332880974,2.2941174507141113,0.00073,317548,-12.847986221313477,0.00046769436448812485
17.06,7,320685,-4.0509986399999995,19320,45095,0.009884907864034176,2.4174911975860596,0.00073,317684,7.324917793273926,0.00046470112283714116
17.01,7,320820,-4.06071884,19330,45114,0.009131877683103085,2.503237724304199,0.00073,317819,-3.5234012603759766,0.0004647935274988413
16.93,7,320953,-4.06076197,19340,45133,0.008135085925459862,2.4956283569335938,0.00073,317952,2.2757506370544434,0.0004572732432279736
16.82,7,321084,-4.03289808,19350,45151,0.010138893499970436,2.5070548057556152,0.00073,318083,15.486038208007812,0.00045086853788234293
16.74,7,321217,-4.04575539,19360,45171,0.00794893503189087,2.5436556339263916,0.00073,318216,24.580320358276367,0.0004396432195790112
16.58,7,321351,-4.00852127,19370,45190,0.008582029491662979,2.4044077396392822,0.00073,318350,3.893974781036377,0.0004435023001860827
15.75,7,321487,-3.6194983300000003,19380,45210,0.006486064754426479,2.3787894248962402,0.00073,318486,-3.7282726764678955,0.00045498667168430984
14.8,7,321622,-3.388453180000001,19390,45231,0.008411059156060219,2.391814947128296,0.00073,318621,6.56704044342041,0.00046259042574092746
13.83,7,321760,-3.14015571,19400,45250,0.011044185608625412,2.34972882270813,0.00073,318759,3.506011962890625,0.0004607467562891543
13.5,7,321899,-3.0630453699999998,19410,45271,0.009882170706987381,2.4791085720062256,0.00073,318898,7.007008075714111,0.00046329371980391443
13.49,7,322034,-3.06351825,19420,45292,0.008445076644420624,2.4761526584625244,0.00073,319033,14.049142837524414,0.0004577772051561624
13.52,7,322172,-3.0522441599999994,19430,45313,0.00843342300504446,2.393331289291382,0.00073,319171,-19.15172576904297,0.0004672893264796585
13.59,7,322312,-3.0625227399999995,19440,45335,0.007470488548278809,2.3843204975128174,0.00073,319311,-13.062860488891602,0.0004650781920645386
13.67,7,322451,-3.0710958300000004,19450,45356,0.008511379361152649,2.445812702178955,0.00073,319450,22.83251190185547,0.0004602803383022547
13.74,7,322591,-3.0615672600000003,19460,45377,0.008736366406083107,2.348545789718628,0.00073,319590,-11.897176742553711,0.0004664809675887227
13.84,7,322735,-3.0718292399999996,19470,45398,0.0072275674901902676,2.322326421737671,0.00073,319734,-7.597369194030762,0.0004616061341948807
13.88,7,322875,-3.071681930000001,19480,45418,0.007208165246993303,2.427199602127075,0.00073,319874,7.823773384094238,0.00046592054422944784
13.93,7,323015,-3.0742030400000004,19490,45439,0.007689355872571468,2.4082179069519043,0.00073,320014,-17.052324295043945,0.00044954358600080013
13.96,7,323156,-3.0709703100000008,19500,45461,0.007713731843978167,2.3812079429626465,0.00073,320155,-18.09515380859375,0.00043495820136740804
14.0,7,323299,-3.0526746999999994,19510,45483,0.006922260858118534,2.4296231269836426,0.00073,320298,-16.707788467407227,0.00043276898213662207
14.03,7,323437,-3.07181615,19520,45503,0.009274616837501526,2.42938494682312,0.00073,320436,-6.564441680908203,0.0004279371933080256
14.08,7,323580,-3.09290134,19530,45523,0.009900940582156181,2.4555156230926514,0.00073,320579,5.898228645324707,0.00042533749365247786
14.1,7,323722,-3.0684725900000003,19540,45544,0.007100793533027172,2.437497138977051,0.00073,320721,-4.68016242980957,0.00042809476144611835
14.13,7,323864,-3.0651718700000004,19550,45565,0.008194934576749802,2.301914930343628,0.00073,320863,-10.659149169921875,0.0004271046491339803
14.2,7,324011,-3.08039467,19560,45587,0.008791428990662098,2.4017767906188965,0.00073,321010,10.668695449829102,0.0004359091690275818
14.24,7,324159,-3.09749364,19570,45609,0.008423184975981712,2.4021189212799072,0.00073,321158,-1.3046932220458984,0.0004299447173252702
14.27,7,324302,-3.0880104399999997,19580,45629,0.007751596160233021,2.3304316997528076,0.00073,321301,-30.017797470092773,0.000432741129770875
14.28,7,324443,-3.0810481,19590,45649,0.007378967013210058,2.400686264038086,0.00073,321442,-13.029336929321289,0.00043934458517469466
14.29,7,324585,-3.0806857,19600,45669,0.007464282214641571,2.3658294677734375,0.00073,321584,10.3241548538208,0.0004262668080627918
14.29,7,324728,-3.0867604900000005,19610,45689,0.008975558914244175,2.462540626525879,0.00073,321727,6.948225498199463,0.00043271429603919387
14.32,7,324869,-3.0668635399999995,19620,45709,0.009276974014937878,2.3688509464263916,0.00073,321868,6.7186279296875,0.00042972396477125585
14.31,7,325011,-3.05321551,19630,45729,0.009009724482893944,2.4071640968322754,0.00073,322010,-1.3291041851043701,0.00042461141129024327
14.31,7,325153,-3.0597171700000008,19640,45748,0.006245631258934736,2.3653056621551514,0.00073,322152,-2.8329918384552,0.0004173922643531114
14.32,7,325296,-3.0676343,19650,45769,0.008079292252659798,2.340296745300293,0.00073,322295,-9.662582397460938,0.00043062117765657604
14.26,7,325437,-3.06113908,19660,45789,0.007042773067951202,2.373826026916504,0.00073,322436,-8.345566749572754,0.0004366655775811523
14.33,7,325592,-3.156756110000001,19670,45810,0.009618306532502174,2.41815185546875,0.00073,322591,24.469528198242188,0.0004429741529747844
14.39,7,325741,-3.29136909,19680,45831,0.007623931393027306,2.342742443084717,0.00073,322740,-0.6272373199462891,0.0004447454120963812
14.12,7,325855,-3.403229389999999,19690,45847,0.008993100374937057,2.4905953407287598,0.00073,322854,0.7695853114128113,0.00044928299030289054
14.09,7,325994,-3.4962605200000003,19700,45867,0.009025034494698048,2.3221840858459473,0.00073,322993,3.099526882171631,0.00043702367111109197
14.04,7,326132,-3.491212639999999,19710,45887,0.008021969348192215,2.4889016151428223,0.00073,323131,7.856094837188721,0.0004435224109329283
14.09,7,326278,-3.5105417000000005,19720,45907,0.013371029868721962,2.3323817253112793,0.00073,323277,-21.14454460144043,0.0004315364931244403
14.12,7,326423,-3.52837131,19730,45929,0.009353467263281345,2.5348961353302,0.00073,323422,23.36306381225586,0.0004190294712316245
14.13,7,326566,-3.5580796800000005,19740,45950,0.00886287447065115,2.444948196411133,0.00073,323565,9.814332008361816,0.0004320961597841233
14.15,7,326711,-3.576389560000001,19750,45970,0.007891649380326271,2.429866075515747,0.00073,323710,4.451167106628418,0.00041885627433657646
14.18,7,326855,-3.5867007200000005,19760,45990,0.011680488474667072,2.4093470573425293,0.00073,323854,12.083081245422363,0.00041003921069204807
14.07,7,326999,-3.46048607,19770,46011,0.00986318476498127,2.4023995399475098,0.00073,323998,26.064739227294922,0.00041036176844500005
14.01,7,327142,-3.3212881800000003,19780,46031,0.011623376049101353,2.459726095199585,0.00073,324141,33.44645690917969,0.0004086079425178468
14.35,7,327290,-3.22515896,19790,46052,0.007839192636311054,2.373640775680542,0.00073,324289,-3.7160263061523438,0.0003964902716688812
14.41,7,327435,-3.1414631099999997,19800,46072,0.006094492040574551,2.224926471710205,0.00073,324434,-31.587400436401367,0.0004003880894742906
14.45,7,327577,-3.1461619400000007,19810,46093,0.008109679445624352,2.331670045852661,0.00073,324576,-5.828829765319824,0.0003974232531618327
14.44,7,327722,-3.1562202499999996,19820,46113,0.0067093707621097565,2.3974556922912598,0.00073,324721,10.144582748413086,0.0004029438423458487
14.43,7,327866,-3.13261788,19830,46133,0.00620352104306221,2.4501538276672363,0.00073,324865,21.284603118896484,0.00040975873707793653
14.46,7,328012,-3.1178357500000002,19840,46153,0.009106451645493507,2.298185110092163,0.00073,325011,-21.757474899291992,0.00040825564065016806
14.5,7,328161,-3.108998900000001,19850,46174,0.013123375363647938,2.35292649269104,0.00073,325160,19.45114517211914,0.00040854717371985316
14.52,7,328307,-3.08281397,19860,46194,0.009741025045514107,2.3486673831939697,0.00073,325306,-4.24774694442749,0.000409992499044165
15.2,7,328519,-3.6394503400000002,19870,46223,0.01952878199517727,1.841721534729004,0.00073,325518,167.06126403808594,0.0006281831883825362
15.92,7,328734,-4.38859658,19880,46253,0.02203095704317093,1.2797402143478394,0.00073,325733,101.34815979003906,0.0009139240137301385
17.71,7,329061,-5.53225814,19890,46298,0.02491983212530613,1.5292960405349731,0.00073,326060,57.92356491088867,0.0011112482752650976
19.77,7,329412,-6.73298354,19900,46347,0.016029518097639084,1.9531166553497314,0.00073,326411,-58.85888671875,0.0010786319617182016
21.4,7,329717,-7.7011455799999995,19910,46390,0.018659379333257675,2.283191204071045,0.00073,326716,-70.51739501953125,0.0008598020649515092
23.0,7,330022,-8.769029479999999,19920,46432,0.013329201377928257,2.4437923431396484,0.00073,327021,-60.419979095458984,0.0006716582574881613
23.36,7,330202,-8.952690320000002,19930,46457,0.010229296050965786,2.393820285797119,0.00073,327201,-75.93991088867188,0.0005916644004173577
23.42,7,330354,-8.968128070000002,19940,46479,0.015378305688500404,2.548074722290039,0.00073,327353,-52.26488494873047,0.0005432895850390196
23.41,7,330502,-8.97383644,19950,46499,0.009620752185583115,2.428393840789795,0.00073,327501,-45.90354537963867,0.0005017984658479691
23.43,7,330650,-8.98938597,19960,46520,0.014176951721310616,2.5500593185424805,0.00073,327649,-13.438810348510742,0.0004657284007407725
22.77,7,330796,-8.443829079999999,19970,46540,0.010075735859572887,2.4860763549804688,0.00073,327795,-19.37936782836914,0.00044369351235218346
22.1,7,330944,-7.7150766,19980,46561,0.008555443957448006,2.422342300415039,0.00073,327943,-11.384747505187988,0.00042748890700750053
20.28,7,331089,-6.5653685400000015,19990,46581,0.007793666794896126,2.3036489486694336,0.00073,328088,-26.417587280273438,0.00041747884824872017
18.21,7,331233,-5.36285535,20000,46602,0.007964248768985271,2.351135492324829,0.00073,328232,-17.63100242614746,0.00041087495628744364
16.66,7,331383,-4.40525637,20010,46623,0.008506307378411293,2.325026512145996,0.00073,328382,-11.720121383666992,0.00040556833846494555
15.06,7,331528,-3.31025362,20020,46643,0.009596838615834713,2.411853313446045,0.00073,328527,25.50434112548828,0.0004018835024908185
14.73,7,331675,-3.1212839,20030,46663,0.008287329226732254,2.31821870803833,0.00073,328674,-14.722949981689453,0.00039839831879362464
14.69,7,331823,-3.0867205199999996,20040,46684,0.007555493153631687,2.34674334526062,0.00073,328822,-2.4474363327026367,0.00039585251943208277
14.7,7,331972,-3.08193356,20050,46705,0.007968408055603504,2.3467984199523926,0.00073,328971,-15.784394264221191,0.00039890414336696267
14.75,7,332125,-3.0994419900000003,20060,46726,0.01255430094897747,2.4384117126464844,0.00073,329124,27.843324661254883,0.0004066277469974011
14.79,7,332275,-3.0905949400000003,20070,46747,0.009440877474844456,2.2366929054260254,0.00073,329274,-0.19751203060150146,0.00041123246774077415
14.79,7,332423,-3.086076550000001,20080,46767,0.008794215507805347,2.388878345489502,0.00073,329422,-8.59477424621582,0.000411534943850711
14.79,7,332568,-3.07694667,20090,46787,0.009255161508917809,2.4194483757019043,0.00073,329567,25.092573165893555,0.00041121579124592245
14.82,7,332715,-3.0960090199999994,20100,46808,0.00909330416470766,2.3412554264068604,0.00073,329714,-0.6559381484985352,0.0004066048713866621
14.77,7,332860,-3.0776542399999998,20110,46828,0.007196987047791481,2.3718786239624023,0.00073,329859,-4.485179424285889,0.0004032942815683782
14.79,7,333007,-3.1037128100000007,20120,46849,0.009062545374035835,2.4556329250335693,0.00073,330006,8.017274856567383,0.0004085064574610442
14.75,7,333150,-3.1117172200000005,20130,46869,0.008956871926784515,2.3015353679656982,0.00073,330149,1.8737856149673462,0.0004023718647658825
14.72,7,333295,-3.13768955,20140,46889,0.009481905028223991,2.405644178390503,0.00073,330294,18.75979995727539,0.00040490072569809854
14.63,7,333435,-3.13262318,20150,46909,0.007401915267109871,2.2604033946990967,0.00073,330434,-24.705106735229492,0.0004045448440592736
14.47,7,333572,-3.10185926,20160,46928,0.00825604796409607,2.3928349018096924,0.00073,330571,19.592294692993164,0.0003996897430624813
14.41,7,333716,-3.1071561400000007,20170,46949,0.006630228832364082,2.38558292388916,0.00073,330715,-7.809539794921875,0.0003917333378922194
14.36,7,333859,-3.09116442,20180,46968,0.005346981808543205,2.331652879714966,0.00073,330858,2.523346424102783,0.00039246681262739
14.36,7,334004,-3.0873335599999994,20190,46988,0.008031511679291725,2.3656907081604004,0.00073,331003,9.737071990966797,0.0003957453300245106
14.36,7,334151,-3.0680039400000005,20200,47009,0.00883293617516756,2.3857126235961914,0.00073,331150,-5.353529930114746,0.0003948445082642138
14.38,7,334298,-3.0641828700000002,20210,47029,0.005210341420024633,2.383053779602051,0.00073,331297,-16.906734466552734,0.00038355725700967014
14.39,7,334446,-3.05479351,20220,47049,0.008325798436999321,2.268540382385254,0.00073,331445,-20.15375328063965,0.00038869059062562883
14.41,7,334591,-3.0571003399999994,20230,47069,0.009728783741593361,2.3185322284698486,0.00073,331590,15.294782638549805,0.0003771515330299735
14.4,7,334735,-3.0378277000000007,20240,47089,0.008291701786220074,2.316681385040283,0.00073,331734,-8.413110733032227,0.00037700211396440864
14.45,7,334880,-3.038867859999999,20250,47110,0.008224982768297195,2.308896780014038,0.00073,331879,-20.038291931152344,0.0003790890332311392
14.51,7,335023,-3.04489754,20260,47130,0.006732877343893051,2.2868640422821045,0.00073,332022,-13.800729751586914,0.0003873929672408849
14.52,7,335168,-3.0505606799999994,20270,47150,0.008073077537119389,2.418637990951538,0.00073,332167,13.30630874633789,0.0003966027870774269
14.5,7,335309,-3.0551780600000003,20280,47169,0.006002823822200298,2.285038471221924,0.00073,332308,-9.726030349731445,0.00039686253876425326
14.46,7,335450,-3.05057916,20290,47189,0.007970282807946205,2.3666369915008545,0.00073,332449,-0.526840090751648,0.00039501607534475625
14.43,7,335594,-3.0587790400000006,20300,47209,0.009449072182178497,2.2395074367523193,0.00073,332593,-3.3054263591766357,0.0003866483166348189
14.36,7,335734,-3.0381748099999997,20310,47228,0.007538849487900734,2.3430850505828857,0.00073,332733,13.437755584716797,0.0003851998772006482
14.31,7,335877,-3.0488894799999997,20320,47248,0.006399706471711397,2.2931294441223145,0.00073,332876,-12.163433074951172,0.00038658949779346585
14.31,7,336022,-3.0696131700000002,20330,47268,0.007958931848406792,2.357238531112671,0.00073,333021,1.6645351648330688,0.0003798356046900153
14.34,7,336169,-3.0740955000000003,20340,47288,0.007237093523144722,2.2605741024017334,0.00073,333168,11.504327774047852,0.00037626828998327255
14.32,7,336312,-3.049743869999999,20350,47308,0.010048365220427513,2.4009530544281006,0.00073,333311,6.27276611328125,0.00037115634768269956
14.34,7,336457,-3.0717320999999997,20360,47328,0.005845894105732441,2.319387435913086,0.00073,333456,-23.452960968017578,0.00037334603257477283
14.29,7,336597,-3.0442827999999995,20370,47347,0.005316771566867828,2.299351930618286,0.00073,333596,-23.803707122802734,0.00038127825246192515
14.31,7,336740,-3.0470695,20380,47367,0.007952092215418816,2.3191075325012207,0.00073,333739,2.6460647583007812,0.0003842078149318695
14.34,7,336884,-3.04151112,20390,47387,0.0065393815748393536,2.3154282569885254,0.00073,333883,3.5165486335754395,0.0003849169297609478
14.33,7,337027,-3.0341208900000005,20400,47406,0.005922521464526653,2.2604122161865234,0.00073,334026,-14.016958236694336,0.0003733122139237821
14.37,7,337171,-3.04280076,20410,47426,0.014681823551654816,2.4110331535339355,0.00073,334170,31.799283981323242,0.00036336557241156697
14.35,7,337312,-3.0025393899999995,20420,47445,0.006737946532666683,2.3737359046936035,0.00073,334311,-4.110206604003906,0.00037346602766774595
14.33,7,337455,-2.9712007300000005,20430,47465,0.006184539292007685,2.320134401321411,0.00073,334454,-7.030779838562012,0.00037550312117673457
14.3,7,337599,-2.972764159999999,20440,47485,0.00627623125910759,2.3727681636810303,0.00073,334598,24.21538543701172,0.0003715811762958765
14.32,7,337744,-2.9847176499999994,20450,47505,0.006804268807172775,2.286123514175415,0.00073,334743,-3.1213016510009766,0.00037556671304628253
14.33,7,337890,-2.96878084,20460,47526,0.007275505922734737,2.267240524291992,0.00073,334889,8.9197998046875,0.0003775054356083274
14.37,7,338034,-2.98189775,20470,47545,0.006439558230340481,2.267674446105957,0.00073,335033,5.577123165130615,0.0003714805352501571
14.39,7,338179,-2.9831982600000004,20480,47565,0.00714149558916688,2.3166160583496094,0.00073,335178,19.751827239990234,0.00036088767228648067
14.4,7,338324,-2.993607520000001,20490,47586,0.006281404756009579,2.260324001312256,0.00073,335323,-18.879817962646484,0.0003741313994396478
14.43,7,338470,-2.98840726,20500,47606,0.00751814991235733,2.3325388431549072,0.00073,335469,-18.770736694335938,0.0003795841184910387
14.44,7,338615,-2.99160581,20510,47626,0.007809227332472801,2.2309563159942627,0.00073,335614,-13.089509010314941,0.00038142609992064536
14.48,7,338760,-3.0139482799999993,20520,47646,0.006188345141708851,2.2915401458740234,0.00073,335759,0.6135965585708618,0.00037631907616741955
14.51,7,338906,-3.03485313,20530,47666,0.008974023163318634,2.2678096294403076,0.00073,335905,17.81736946105957,0.0003677729400806129
