rollout/ep_len_mean,time/time_elapsed,time/episodes,time/fps,time/total_timesteps,rollout/ep_rew_mean,train/learning_rate,train/ent_coef,train/ent_coef_loss,train/critic_loss,train/actor_loss,train/n_updates
49.99,34510,5360,7,251688,-118.72510263,0.00073,0.01592113822698593,0.1661137342453003,5.789764881134033,108.79004669189453,248687
49.99,34585,5370,7,252188,-118.63549564,0.00073,0.01587235927581787,-4.68123722076416,5.294055938720703,110.01171112060547,249187
49.99,34660,5380,7,252688,-117.87916899999999,0.00073,0.015886791050434113,2.387629985809326,5.581048011779785,111.3355484008789,249687
49.99,34736,5390,7,253188,-117.05151961,0.00073,0.015868771821260452,11.8140287399292,14.950408935546875,110.41718292236328,250187
49.99,34810,5400,7,253688,-116.54034943999999,0.00073,0.016002263873815536,-7.000964164733887,5.51496696472168,110.1432876586914,250687
49.99,34883,5410,7,254188,-120.31753594,0.00073,0.015649612993001938,-0.6985082030296326,5.47049617767334,108.34349822998047,251187
49.99,34959,5420,7,254688,-120.56244022999998,0.00073,0.015863068401813507,-0.383469820022583,6.152835845947266,108.71479797363281,251687
49.99,35034,5430,7,255188,-123.04516203000001,0.00073,0.01574356108903885,2.1040377616882324,6.999173164367676,114.45418548583984,252187
49.99,35109,5440,7,255688,-120.19717193999999,0.00073,0.015500943176448345,0.257171630859375,5.577059268951416,111.44791412353516,252687
49.99,35185,5450,7,256188,-121.84676893000001,0.00073,0.015600425191223621,-3.0991804599761963,6.170325756072998,106.83775329589844,253187
50.0,35259,5460,7,256688,-120.10264402000001,0.00073,0.015827594324946404,-3.1656742095947266,5.594596862792969,109.16165161132812,253687
50.0,35333,5470,7,257188,-121.06182980999998,0.00073,0.01526087149977684,-6.1192169189453125,6.067172050476074,111.10528564453125,254187
50.0,35408,5480,7,257688,-122.91508397,0.00073,0.015216561034321785,-4.984562873840332,6.064319610595703,110.846923828125,254687
50.0,35483,5490,7,258188,-121.96598879999999,0.00073,0.015036500059068203,10.664261817932129,5.057764053344727,109.47532653808594,255187
50.0,35558,5500,7,258688,-121.55432745000002,0.00073,0.014985322020947933,-8.171552658081055,5.6863694190979,115.31189727783203,255687
50.0,35633,5510,7,259188,-119.11532360999999,0.00073,0.014821349643170834,2.473463535308838,6.104667663574219,111.18208312988281,256187
50.0,35707,5520,7,259688,-119.16682878,0.00073,0.015181033872067928,-1.2302987575531006,6.006008625030518,108.41342163085938,256687
50.0,35782,5530,7,260188,-118.65023022,0.00073,0.015412477776408195,-2.5114986896514893,5.978951454162598,109.1529312133789,257187
50.0,35859,5540,7,260688,-122.21990770999999,0.00073,0.014982249587774277,4.328635215759277,5.84117317199707,109.58980560302734,257687
50.0,35934,5550,7,261188,-120.41902411999999,0.00073,0.01495039276778698,-0.27399271726608276,5.111331939697266,112.7688980102539,258187
50.0,36010,5560,7,261688,-119.11964782000001,0.00073,0.01513816136866808,0.9824769496917725,7.070674896240234,107.7519302368164,258687
50.0,36084,5570,7,262188,-119.02329341999999,0.00073,0.015289241448044777,0.39089250564575195,5.979950904846191,112.64936828613281,259187
50.0,36158,5580,7,262688,-117.38925666999998,0.00073,0.015000843442976475,2.6618385314941406,5.442498207092285,111.13676452636719,259687
49.94,36228,5590,7,263182,-117.44289265000002,0.00073,0.015170013532042503,2.649287700653076,5.594732284545898,110.3211669921875,260181
49.94,36301,5600,7,263682,-118.01477945999999,0.00073,0.014872712083160877,1.4944595098495483,4.906678199768066,113.35588073730469,260681
49.94,36374,5610,7,264182,-117.2950869,0.00073,0.014623432420194149,-10.836838722229004,5.380095481872559,110.01876831054688,261181
49.94,36447,5620,7,264682,-119.57422918,0.00073,0.014657339081168175,6.9839324951171875,5.601902008056641,115.27759552001953,261681
49.94,36523,5630,7,265182,-119.20443348,0.00073,0.014782868325710297,-1.4981192350387573,5.775195121765137,110.14815521240234,262181
49.94,36601,5640,7,265682,-114.96594009999998,0.00073,0.014688215218484402,-1.6142640113830566,7.164987564086914,110.41942596435547,262681
49.94,36682,5650,7,266182,-116.45245021000002,0.00073,0.014398680999875069,-1.0189636945724487,5.230959892272949,112.79841613769531,263181
49.94,36755,5660,7,266682,-117.28529105,0.00073,0.014765424653887749,1.514122724533081,4.948587417602539,114.1371841430664,263681
49.94,36830,5670,7,267182,-116.58833084,0.00073,0.014989545568823814,5.294422149658203,4.667983055114746,115.314208984375,264181
49.92,36903,5680,7,267680,-121.89343285000001,0.00073,0.014644240960478783,3.337714195251465,5.190679550170898,113.1980209350586,264679
49.98,36978,5690,7,268180,-122.49536223999999,0.00073,0.014861595816910267,2.1086831092834473,5.005649566650391,112.88896942138672,265179
49.98,37053,5700,7,268680,-122.32389954,0.00073,0.014704487286508083,6.072297096252441,4.257508277893066,116.4773178100586,265679
49.98,37127,5710,7,269180,-122.02974075,0.00073,0.014946721494197845,8.409506797790527,6.235160827636719,116.25007629394531,266179
49.98,37202,5720,7,269680,-123.86835863,0.00073,0.014919805340468884,0.48885083198547363,5.751631259918213,112.12358093261719,266679
49.98,37275,5730,7,270180,-123.40732014999999,0.00073,0.014860250055789948,1.4472349882125854,5.983593940734863,112.87991333007812,267179
49.98,37349,5740,7,270680,-126.25650080999999,0.00073,0.015069108456373215,4.60836935043335,6.229405879974365,112.09393310546875,267679
49.98,37425,5750,7,271180,-125.10422530000001,0.00073,0.014966869726777077,6.32852840423584,5.451505661010742,116.28948211669922,268179
49.98,37499,5760,7,271680,-124.86186481,0.00073,0.014975407160818577,8.727378845214844,5.698378562927246,106.91639709472656,268679
49.98,37574,5770,7,272180,-124.71128299,0.00073,0.014958471991121769,10.63654613494873,5.0469279289245605,116.10559844970703,269179
50.0,37648,5780,7,272680,-121.24589825,0.00073,0.015484380535781384,2.371246337890625,4.8929901123046875,110.35257720947266,269679
50.0,37723,5790,7,273180,-121.59393635,0.00073,0.015837309882044792,-7.193035125732422,5.725167274475098,106.03884887695312,270179
50.0,37798,5800,7,273680,-124.13493847,0.00073,0.01525516714900732,2.1919174194335938,5.206691741943359,114.56956481933594,270679
50.0,37871,5810,7,274180,-122.18977799,0.00073,0.015311595983803272,-7.3307671546936035,6.079075813293457,116.31433868408203,271179
50.0,37944,5820,7,274680,-119.47493399000001,0.00073,0.015187948942184448,0.42406725883483887,5.243108749389648,111.947265625,271679
50.0,38017,5830,7,275180,-118.17031405000002,0.00073,0.015129869803786278,7.241492748260498,5.581639766693115,111.56041717529297,272179
50.0,38091,5840,7,275680,-118.58613238,0.00073,0.01501393225044012,3.0343453884124756,5.198622703552246,111.42295837402344,272679
50.0,38165,5850,7,276180,-118.97569069000001,0.00073,0.01527328323572874,-4.872592449188232,6.9469499588012695,107.70835876464844,273179
50.0,38239,5860,7,276680,-121.02794862000002,0.00073,0.015581377781927586,-2.655339241027832,5.883244514465332,112.14891052246094,273679
50.0,38311,5870,7,277180,-121.28784967000001,0.00073,0.01561583112925291,-1.5132246017456055,5.47630500793457,107.07437896728516,274179
50.0,38386,5880,7,277680,-118.04392884000002,0.00073,0.01546604372560978,-0.10429909825325012,5.201943874359131,113.78424072265625,274679
50.0,38459,5890,7,278180,-117.01363057999998,0.00073,0.015354637987911701,3.281024217605591,6.616869926452637,108.22367095947266,275179
50.0,38534,5900,7,278680,-115.64196207000003,0.00073,0.014958415180444717,6.76680850982666,5.239177227020264,113.94825744628906,275679
50.0,38609,5910,7,279180,-117.85098241999998,0.00073,0.015329764224588871,3.3624980449676514,6.344091415405273,110.74018859863281,276179
50.0,38687,5920,7,279680,-117.58151246000001,0.00073,0.01543345209211111,-2.6731958389282227,6.385873794555664,117.3953628540039,276679
50.0,38761,5930,7,280180,-120.95114913000002,0.00073,0.015624448657035828,-11.211675643920898,5.516000747680664,111.4666748046875,277179
50.0,38836,5940,7,280680,-117.63798636,0.00073,0.01519864983856678,-1.2592219114303589,4.872307777404785,114.86671447753906,277679
50.0,38910,5950,7,281180,-117.41618778999998,0.00073,0.014843501150608063,-4.723701477050781,5.184856414794922,113.66548156738281,278179
50.0,38984,5960,7,281680,-114.85159529999999,0.00073,0.014903380535542965,6.807897567749023,5.685778617858887,109.50839233398438,278679
50.0,39058,5970,7,282180,-114.11878876000003,0.00073,0.014799033291637897,6.643280982971191,6.799752235412598,113.13658905029297,279179
50.0,39132,5980,7,282680,-117.14008491999999,0.00073,0.015305967070162296,0.805382490158081,5.713778018951416,111.1609878540039,279679
49.91,39205,5990,7,283171,-119.59988248999998,0.00073,0.015160135924816132,2.5211684703826904,5.138707160949707,108.53557586669922,280170
49.91,39280,6000,7,283671,-118.91280686,0.00073,0.015322872437536716,2.9196953773498535,5.873578071594238,118.705810546875,280670
49.91,39354,6010,7,284171,-119.21004004000001,0.00073,0.015427595004439354,7.863985061645508,4.893669128417969,112.44715881347656,281170
49.85,39428,6020,7,284665,-121.02734827,0.00073,0.015232183039188385,-0.5476424694061279,4.713611602783203,112.24361419677734,281664
49.85,39503,6030,7,285165,-117.34882728000001,0.00073,0.015456363558769226,-7.607789039611816,5.526754379272461,111.78494262695312,282164
49.76,39576,6040,7,285656,-118.53239211,0.00073,0.015326014719903469,3.930952787399292,5.555150508880615,113.45950317382812,282655
49.76,39651,6050,7,286156,-117.65258766000001,0.00073,0.014666945673525333,-12.805537223815918,5.677365303039551,107.35775756835938,283155
49.76,39726,6060,7,286656,-115.64109888000003,0.00073,0.015512567013502121,8.327163696289062,5.880699634552002,109.25114440917969,283655
49.76,39800,6070,7,287156,-114.96877729999999,0.00073,0.015024660155177116,4.069273948669434,4.988462448120117,110.49296569824219,284155
49.75,39875,6080,7,287655,-117.32565972000002,0.00073,0.01516764797270298,-2.0494942665100098,6.158840179443359,112.8057861328125,284654
49.71,39949,6090,7,288142,-115.85882641999999,0.00073,0.014974279329180717,1.998060941696167,6.368199825286865,115.64561462402344,285141
49.71,40021,6100,7,288642,-115.35651753,0.00073,0.015198221430182457,3.240912675857544,6.16333532333374,111.99061584472656,285641
49.71,40094,6110,7,289142,-116.97913021000001,0.00073,0.014846778474748135,-0.9348217248916626,5.25925350189209,114.8129653930664,286141
49.75,40167,6120,7,289640,-116.90327709000002,0.00073,0.01484718918800354,-2.7399179935455322,6.298342704772949,113.46771240234375,286639
49.75,40246,6130,7,290140,-117.34325268,0.00073,0.014886412769556046,-2.3470239639282227,4.968960762023926,113.01837921142578,287139
49.84,40322,6140,7,290640,-115.02164669,0.00073,0.014977178536355495,6.200216293334961,5.822690963745117,114.95897674560547,287639
49.83,40397,6150,7,291139,-118.86200836,0.00073,0.015050717629492283,-6.368078231811523,5.168007850646973,114.54529571533203,288138
49.83,40471,6160,7,291639,-122.28398922999999,0.00073,0.014868847094476223,-5.4229583740234375,4.843634605407715,115.54010009765625,288638
49.83,40545,6170,7,292139,-123.59241135000002,0.00073,0.014731022529304028,8.628154754638672,5.50178337097168,117.06486511230469,289138
49.84,40619,6180,7,292639,-118.94626056999999,0.00073,0.015351065434515476,4.042031288146973,5.180240631103516,110.96031188964844,289638
49.97,40692,6190,7,293139,-118.7886904,0.00073,0.014578038826584816,4.691298484802246,5.2176690101623535,111.16925811767578,290138
49.97,40766,6200,7,293639,-120.39096171999999,0.00073,0.014770480804145336,-7.5439887046813965,5.773903846740723,113.46790313720703,290638
49.97,40846,6210,7,294139,-118.99174119999999,0.00073,0.015124380588531494,-3.8205623626708984,4.967103958129883,114.2052001953125,291138
49.99,40920,6220,7,294639,-117.35152170999999,0.00073,0.014822643250226974,3.245250701904297,7.257715702056885,113.85829162597656,291638
49.99,40994,6230,7,295139,-122.36555706999997,0.00073,0.015051565133035183,-10.201471328735352,4.893520355224609,113.8583984375,292138
49.99,41068,6240,7,295639,-126.34053746,0.00073,0.015282564796507359,-1.7105365991592407,4.600554943084717,116.29405975341797,292638
50.0,41141,6250,7,296139,-122.13945399,0.00073,0.014599659480154514,-3.863799571990967,4.5870866775512695,113.99945068359375,293138
50.0,41214,6260,7,296639,-119.52626741,0.00073,0.014482757076621056,1.0984675884246826,5.352876663208008,113.93885040283203,293638
50.0,41287,6270,7,297139,-119.42728348,0.00073,0.01460030023008585,3.155977249145508,5.352010250091553,109.5315933227539,294138
49.99,41362,6280,7,297638,-122.03031213999999,0.00073,0.014610384590923786,1.0451489686965942,5.985898017883301,117.26799011230469,294637
49.99,41435,6290,7,298138,-121.24992713000002,0.00073,0.01418720930814743,-1.3141932487487793,4.487427711486816,110.5577163696289,295137
49.99,41509,6300,7,298638,-120.92558390999999,0.00073,0.01420530304312706,6.726213455200195,5.635825157165527,113.98078155517578,295637
49.99,41582,6310,7,299138,-119.17467685999998,0.00073,0.014335093088448048,-0.5809528827667236,5.0075531005859375,114.8772964477539,296137
49.99,41655,6320,7,299638,-123.02267647999999,0.00073,0.01424818392843008,3.37137770652771,6.451753616333008,110.08164978027344,296637
49.99,41728,6330,7,300138,-120.98982722000001,0.00073,0.014975899830460548,-8.606648445129395,4.583163261413574,116.4260482788086,297137
49.99,41802,6340,7,300638,-119.90256814,0.00073,0.014494528993964195,-5.025620460510254,4.887094020843506,116.16118621826172,297637
49.99,41876,6350,7,301138,-119.28031871999998,0.00073,0.014516392722725868,3.4863533973693848,5.75370979309082,108.9898452758789,298137
49.99,41949,6360,7,301638,-119.31723722000001,0.00073,0.014021415263414383,4.412346839904785,5.308384418487549,116.75753784179688,298637
49.99,42023,6370,7,302138,-120.67377295000001,0.00073,0.014686205424368382,-3.410501718521118,5.6927666664123535,114.18997192382812,299137
50.0,42096,6380,7,302638,-119.16340733000001,0.00073,0.014460536651313305,2.6671838760375977,4.85935115814209,119.47911071777344,299637
50.0,42170,6390,7,303138,-118.44342333,0.00073,0.014630881138145924,-9.229981422424316,4.736437797546387,110.00347137451172,300137
50.0,42243,6400,7,303638,-119.04964522000002,0.00073,0.014880082570016384,4.603585243225098,5.244962692260742,113.75053405761719,300637
50.0,42317,6410,7,304138,-121.6708078,0.00073,0.014282085932791233,-0.7476373910903931,5.024624824523926,114.02317810058594,301137
50.0,42391,6420,7,304638,-116.59328239999999,0.00073,0.014239225536584854,1.0295543670654297,4.647258758544922,117.42507934570312,301637
50.0,42464,6430,7,305138,-113.29497104000001,0.00073,0.013995497487485409,8.774107933044434,4.722943305969238,115.63726806640625,302137
50.0,42536,6440,7,305638,-112.35768903999998,0.00073,0.014060032553970814,5.9006853103637695,5.219125747680664,117.80110168457031,302637
50.0,42609,6450,7,306138,-112.26821878999998,0.00073,0.014361605048179626,0.44644367694854736,5.775139808654785,117.48258209228516,303137
50.0,42683,6460,7,306638,-116.42584481999998,0.00073,0.014730158261954784,2.3419687747955322,5.519715785980225,113.56690979003906,303637
49.97,42754,6470,7,307135,-114.50363601000001,0.00073,0.01419270969927311,1.4367475509643555,5.0190324783325195,113.74629211425781,304134
49.97,42836,6480,7,307635,-115.43807779,0.00073,0.014634119346737862,-2.067244529724121,4.757604598999023,113.191162109375,304634
49.97,42917,6490,7,308135,-115.95458836999998,0.00073,0.014125565998256207,-1.8352118730545044,4.848760604858398,114.81195068359375,305134
49.97,42988,6500,7,308635,-115.70639489999999,0.00073,0.01434018649160862,0.016864106059074402,4.87641716003418,116.52815246582031,305634
49.97,43061,6510,7,309135,-115.60761882999999,0.00073,0.014333411119878292,-4.703497886657715,5.240950584411621,112.73480987548828,306134
49.83,43131,6520,7,309621,-119.17036094999997,0.00073,0.01412013079971075,-0.3452615737915039,5.857316017150879,112.89865112304688,306620
49.83,43204,6530,7,310121,-119.41644020000001,0.00073,0.013884233310818672,-2.534230947494507,5.169180870056152,112.24169921875,307120
49.83,43276,6540,7,310621,-118.89572814000002,0.00073,0.01418385375291109,-2.242711067199707,4.703282833099365,111.10738372802734,307620
49.83,43348,6550,7,311121,-118.84557016999997,0.00073,0.014166354201734066,-1.1454274654388428,4.845160484313965,110.37702941894531,308120
49.83,43423,6560,7,311621,-116.34691229999999,0.00073,0.014453464187681675,-0.547199010848999,5.106503486633301,111.631103515625,308620
49.86,43497,6570,7,312121,-118.42699585000003,0.00073,0.014585332944989204,6.157988548278809,5.072751045227051,110.51141357421875,309120
49.86,43569,6580,7,312621,-117.78830397000002,0.00073,0.014289082027971745,3.649362802505493,4.859434604644775,109.093994140625,309620
49.86,43643,6590,7,313121,-117.42137897,0.00073,0.014582926407456398,-0.683323323726654,5.460027694702148,113.06832885742188,310120
49.86,43716,6600,7,313621,-117.84316993,0.00073,0.014296469278633595,0.42148399353027344,6.037086009979248,115.32510375976562,310620
49.77,43788,6610,7,314112,-117.99059452,0.00073,0.014155732467770576,4.240228652954102,4.00496768951416,114.4156723022461,311111
49.91,43861,6620,7,314612,-115.52165879000002,0.00073,0.01393511239439249,2.5192711353302,4.4104437828063965,115.62835693359375,311611
49.91,43935,6630,7,315112,-117.46696838,0.00073,0.01402635034173727,2.7093214988708496,4.763547420501709,115.09374237060547,312111
49.91,44009,6640,7,315612,-117.01134825000001,0.00073,0.014454684220254421,6.909144878387451,5.298302173614502,111.7324447631836,312611
49.91,44082,6650,7,316112,-117.80317264,0.00073,0.01412549801170826,3.536015033721924,4.335387229919434,111.60673522949219,313111
49.91,44155,6660,7,316612,-117.24079764999999,0.00073,0.013686339370906353,-2.3381385803222656,4.824431419372559,111.80220794677734,313611
49.91,44228,6670,7,317112,-115.64284626999999,0.00073,0.01381609681993723,6.388330459594727,4.736265182495117,112.21035766601562,314111
49.91,44301,6680,7,317612,-113.54906859999997,0.00073,0.014121679589152336,-3.114900588989258,4.37965202331543,115.23780059814453,314611
49.91,44374,6690,7,318112,-115.33483718,0.00073,0.013840395025908947,14.543641090393066,4.212253570556641,110.29973602294922,315111
49.91,44447,6700,7,318612,-115.3475615,0.00073,0.013276075944304466,-4.6881914138793945,5.014016628265381,114.54560089111328,315611
50.0,44519,6710,7,319112,-113.81823866,0.00073,0.01394844800233841,-6.963724613189697,3.634401559829712,113.39034271240234,316111
50.0,44591,6720,7,319612,-113.97249061999999,0.00073,0.01343525480479002,-0.3767378330230713,5.221636772155762,113.48893737792969,316611
50.0,44665,6730,7,320112,-113.67012582,0.00073,0.01377215888351202,-8.809456825256348,4.445688247680664,112.39742279052734,317111
50.0,44738,6740,7,320612,-114.95031032000001,0.00073,0.013671305030584335,-7.47498893737793,4.475067138671875,111.2791519165039,317611
50.0,44811,6750,7,321112,-115.83233708,0.00073,0.013618415221571922,-5.585178375244141,4.10252046585083,112.28268432617188,318111
50.0,44885,6760,7,321612,-115.56505195999998,0.00073,0.014330513775348663,-6.482969760894775,4.556970596313477,114.0848617553711,318611
50.0,44958,6770,7,322112,-115.69801653000002,0.00073,0.01351291872560978,-5.462868690490723,4.898273468017578,113.586181640625,319111
50.0,45035,6780,7,322612,-117.87216221999999,0.00073,0.013582312501966953,3.949824333190918,3.828880786895752,112.84505462646484,319611
50.0,45110,6790,7,323112,-118.08695642999999,0.00073,0.013816268183290958,12.187651634216309,5.48896598815918,113.42237854003906,320111
50.0,45182,6800,7,323612,-115.88771618000001,0.00073,0.01360130775719881,8.094833374023438,5.005614757537842,114.55142974853516,320611
50.0,45255,6810,7,324112,-117.58643840999999,0.00073,0.01363265048712492,0.6451873779296875,5.877320289611816,109.25200653076172,321111
50.0,45326,6820,7,324612,-115.96651652,0.00073,0.013610176742076874,0.7920386791229248,4.660070419311523,113.33787536621094,321611
50.0,45398,6830,7,325112,-114.63681958000001,0.00073,0.013604752719402313,-4.250385284423828,4.736169815063477,112.52108764648438,322111
50.0,45471,6840,7,325612,-113.09564323000002,0.00073,0.013988125137984753,-8.079765319824219,4.83901834487915,110.07219696044922,322611
50.0,45542,6850,7,326112,-112.31259141999999,0.00073,0.013913055881857872,6.864887237548828,4.1909589767456055,108.31761169433594,323111
50.0,45616,6860,7,326612,-113.28955065,0.00073,0.014215582981705666,8.243935585021973,4.575929641723633,110.5252914428711,323611
50.0,45688,6870,7,327112,-113.62482940999999,0.00073,0.01356726884841919,-14.03054141998291,4.556384086608887,113.09912109375,324111
50.0,45761,6880,7,327612,-110.97584436999999,0.00073,0.013797189109027386,5.929142951965332,4.449838638305664,111.10905456542969,324611
50.0,45832,6890,7,328112,-109.77138703000003,0.00073,0.013979329727590084,2.759328603744507,4.577160835266113,109.33815002441406,325111
50.0,45905,6900,7,328612,-110.25304598000001,0.00073,0.013710089027881622,6.70166540145874,4.389328956604004,111.89009857177734,325611
50.0,45977,6910,7,329112,-108.35010684000002,0.00073,0.013918623328208923,3.1952109336853027,4.386440277099609,110.70677947998047,326111
50.0,46049,6920,7,329612,-111.43510779000002,0.00073,0.013562766835093498,-2.827171802520752,4.558297157287598,109.54727935791016,326611
49.94,46121,6930,7,330106,-113.36736212,0.00073,0.013921603560447693,-2.9652044773101807,4.52316951751709,113.45589447021484,327105
49.94,46192,6940,7,330606,-114.25639511000003,0.00073,0.013736506924033165,5.528629302978516,4.798859596252441,114.2799301147461,327605
49.94,46263,6950,7,331106,-117.80668797,0.00073,0.01341058686375618,5.503411769866943,4.567095756530762,113.20012664794922,328105
49.94,46334,6960,7,331606,-117.60482139,0.00073,0.013629836030304432,0.520061731338501,5.503719329833984,110.51439666748047,328605
49.94,46408,6970,7,332106,-116.27903653,0.00073,0.013625826686620712,0.25286126136779785,4.121560573577881,107.74663543701172,329105
49.94,46484,6980,7,332606,-117.89612278,0.00073,0.013962988741695881,-2.32473087310791,4.15068244934082,113.07127380371094,329605
49.94,46555,6990,7,333106,-115.93287967,0.00073,0.0144612742587924,-5.627768039703369,4.030365943908691,112.65973663330078,330105
49.94,46626,7000,7,333606,-113.42309706999998,0.00073,0.014113022945821285,0.19684839248657227,4.687540054321289,111.40652465820312,330605
49.94,46697,7010,7,334106,-113.13041015,0.00073,0.013951308093965054,-7.951139450073242,4.1898345947265625,111.30790710449219,331105
49.94,46769,7020,7,334606,-109.91667792999999,0.00073,0.01359814964234829,4.764731407165527,4.528339385986328,108.50232696533203,331605
50.0,46841,7030,7,335106,-109.45420793000001,0.00073,0.013655558228492737,11.18596363067627,4.809929847717285,107.54280090332031,332105
50.0,46914,7040,7,335606,-108.47662395999998,0.00073,0.013545258902013302,2.723623275756836,4.450046539306641,108.76258850097656,332605
50.0,46985,7050,7,336106,-104.73895695000002,0.00073,0.013575791381299496,0.7219774723052979,3.6378791332244873,107.5416259765625,333105
50.0,47058,7060,7,336606,-102.14646987,0.00073,0.013805086724460125,-7.400619983673096,4.140056610107422,104.0810546875,333605
49.96,47129,7070,7,337102,-104.15660068,0.00073,0.013393658213317394,-1.1263039112091064,4.5116047859191895,111.43119049072266,334101
49.96,47201,7080,7,337602,-102.82378546,0.00073,0.013677401468157768,0.45902514457702637,4.365703582763672,111.36296081542969,334601
49.91,47272,7090,7,338097,-105.57632063,0.00073,0.013634906150400639,1.9754161834716797,4.255804061889648,108.7874755859375,335096
49.91,47344,7100,7,338597,-107.49253343999999,0.00073,0.013837359845638275,-0.909867525100708,4.229842662811279,103.93516540527344,335596
49.91,47416,7110,7,339097,-108.59927624,0.00073,0.014040649868547916,1.809037446975708,3.839238166809082,106.50621032714844,336096
49.91,47488,7120,7,339597,-109.81625602999996,0.00073,0.013703710399568081,-6.2588725090026855,3.9851930141448975,110.29686737060547,336596
49.91,47559,7130,7,340097,-109.01651170000001,0.00073,0.01360652968287468,0.2320399284362793,5.027624130249023,109.1680908203125,337096
49.91,47631,7140,7,340597,-110.27310534999998,0.00073,0.013252370990812778,4.462501049041748,4.7082343101501465,108.0021743774414,337596
49.91,47704,7150,7,341097,-109.2938559,0.00073,0.013769020326435566,7.792167663574219,4.654266357421875,110.08155822753906,338096
49.91,47779,7160,7,341597,-110.86559263999999,0.00073,0.013905700296163559,-0.2798929214477539,4.299769401550293,108.7228012084961,338596
49.95,47850,7170,7,342097,-113.01621232999997,0.00073,0.01392594538629055,-3.971132755279541,4.245992660522461,109.07268524169922,339096
49.95,47921,7180,7,342597,-114.90462907999999,0.00073,0.013294663280248642,2.588068962097168,3.861057758331299,110.70376586914062,339596
50.0,47992,7190,7,343097,-113.22467311999999,0.00073,0.013290631584823132,2.114532470703125,3.770350933074951,104.05711364746094,340096
50.0,48063,7200,7,343597,-115.06275883,0.00073,0.013489690609276295,-0.45872920751571655,4.156367301940918,102.49653625488281,340596
50.0,48134,7210,7,344097,-114.23677629999999,0.00073,0.013371062465012074,-1.9831585884094238,4.670033931732178,110.06845092773438,341096
50.0,48208,7220,7,344597,-113.70642490999998,0.00073,0.013306059874594212,-8.831087112426758,3.9554800987243652,105.26921081542969,341596
49.96,48282,7230,7,345093,-115.13701939,0.00073,0.013487600721418858,-2.5624310970306396,4.065456867218018,112.78665161132812,342092
49.96,48352,7240,7,345593,-113.71509778,0.00073,0.013530720956623554,-3.598182439804077,3.768533945083618,111.45689392089844,342592
49.96,48422,7250,7,346093,-114.77503824,0.00073,0.01374080404639244,0.8039785623550415,4.742861270904541,110.15921783447266,343092
49.96,48493,7260,7,346593,-113.44483951000001,0.00073,0.013933763839304447,-7.595769882202148,3.6820478439331055,103.1572265625,343592
49.96,48565,7270,7,347093,-110.05495743,0.00073,0.013397106900811195,0.10509443283081055,4.5322065353393555,108.22128295898438,344092
49.96,48636,7280,7,347593,-110.82991963,0.00073,0.013186964206397533,-12.06218147277832,4.541835784912109,109.94679260253906,344592
49.96,48709,7290,7,348093,-111.84447836999999,0.00073,0.01326091680675745,16.86050796508789,4.475040435791016,112.42367553710938,345092
49.96,48780,7300,7,348593,-110.06811924,0.00073,0.013607840985059738,-0.8186972141265869,5.130350589752197,108.24811553955078,345592
49.96,48852,7310,7,349093,-112.23729568000003,0.00073,0.013760678470134735,-4.3139801025390625,36.960880279541016,107.4222640991211,346092
49.96,48922,7320,7,349593,-113.46319823,0.00073,0.013275367207825184,0.014726698398590088,4.533321380615234,109.53568267822266,346592
49.97,48994,7330,7,350090,-112.41662610999998,0.00073,0.013516637496650219,1.5475431680679321,4.357582092285156,109.20516204833984,347089
49.97,49067,7340,7,350590,-111.95475201,0.00073,0.013483073562383652,0.6918594241142273,4.1090474128723145,108.68719482421875,347589
49.97,49138,7350,7,351090,-112.75189671000003,0.00073,0.01361292228102684,7.277302265167236,4.049877643585205,107.50760650634766,348089
49.97,49212,7360,7,351590,-114.00185458,0.00073,0.013429374434053898,2.330099582672119,4.03363037109375,105.33723449707031,348589
49.97,49288,7370,7,352090,-114.85343811000003,0.00073,0.013626664876937866,4.706142902374268,3.9570488929748535,109.04412841796875,349089
49.97,49358,7380,7,352590,-112.31171525000002,0.00073,0.01351148821413517,0.9098248481750488,3.867727279663086,107.19910430908203,349589
49.97,49430,7390,7,353090,-111.25182903,0.00073,0.013595265336334705,-10.204808235168457,4.385218143463135,109.14847564697266,350089
49.97,49503,7400,7,353590,-110.92376501999999,0.00073,0.013650362379848957,-6.012795448303223,4.6042022705078125,112.06583404541016,350589
49.88,49573,7410,7,354081,-113.37961998999998,0.00073,0.013439425267279148,-5.251328468322754,4.299151420593262,106.78865051269531,351080
49.88,49645,7420,7,354581,-114.64057585999998,0.00073,0.01386052556335926,2.865354299545288,5.095532417297363,105.58123016357422,351580
49.91,49717,7430,7,355081,-111.58981180999999,0.00073,0.013513525016605854,-0.32952821254730225,3.88262939453125,109.96694946289062,352080
49.91,49788,7440,7,355581,-112.93691257,0.00073,0.013422409072518349,-8.223316192626953,4.390864372253418,111.33766174316406,352580
49.9,49859,7450,7,356080,-113.85994063999999,0.00073,0.01360268983989954,-3.828225612640381,4.718871116638184,107.27710723876953,353079
49.9,49931,7460,7,356580,-114.11230784999998,0.00073,0.013438394293189049,6.948315620422363,4.300182342529297,110.35821533203125,353579
49.9,50003,7470,7,357080,-113.41909634000001,0.00073,0.013731313869357109,0.1792539358139038,4.182609558105469,109.71575927734375,354079
49.9,50073,7480,7,357580,-115.86497104,0.00073,0.013684578239917755,0.6382606029510498,4.227550029754639,110.90052795410156,354579
