rollout/ep_rew_mean,time/episodes,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_len_mean,train/ent_coef,train/ent_coef_loss,train/critic_loss,train/actor_loss,train/n_updates,train/learning_rate
-9.515280879999999,560,19300,2220,8,43.33,0.004472448956221342,-5.570926666259766,0.13538862764835358,-5.667568206787109,16299,0.00073
-9.11978491,570,19800,2286,8,43.98,0.003985442686825991,1.2005302906036377,0.1245376318693161,-3.2826075553894043,16799,0.00073
-7.336511210000001,580,20300,2352,8,45.79,0.003934426698833704,-8.6763916015625,0.39592209458351135,-2.665738105773926,17299,0.00073
-5.1930194499999995,590,20714,2408,8,44.93,0.003813851857557893,-10.854854583740234,1.2259019613265991,-1.2863143682479858,17713,0.00073
-4.775250450000001,600,21006,2447,8,43.17,0.0035724067129194736,1.343144416809082,0.1509908139705658,-0.10594587028026581,18005,0.00073
-4.08856907,610,21482,2510,8,42.93,0.0036753155291080475,-7.741330146789551,0.15653422474861145,-1.0913690328598022,18481,0.00073
-4.63112273,620,21940,2572,8,42.51,0.003675552085042,-3.0835418701171875,0.1136970967054367,-0.10700167715549469,18939,0.00073
-4.718716709999999,630,22259,2615,8,40.91,0.0036511230282485485,-5.655864715576172,0.15414004027843475,-0.1634945422410965,19258,0.00073
-5.17082892,640,22528,2651,8,38.86,0.0037775051314383745,-8.836862564086914,0.21673816442489624,0.27164316177368164,19527,0.00073
-5.409426790000001,650,22738,2679,8,37.55,0.003910128027200699,-1.3288335800170898,0.14170652627944946,-0.7316840887069702,19737,0.00073
-5.042485989999999,660,23003,2715,8,37.03,0.0039939237758517265,-10.492486953735352,0.13705116510391235,-0.9584614038467407,20002,0.00073
-4.136482920000001,670,23495,2780,8,36.95,0.00408042361959815,-7.331824779510498,0.13186979293823242,-1.313489317893982,20494,0.00073
-3.97123833,680,23952,2842,8,36.52,0.004110019188374281,11.614234924316406,0.1936042606830597,-1.001818060874939,20951,0.00073
-3.87781392,690,24274,2885,8,35.6,0.004062911029905081,5.525457859039307,0.15635648369789124,-2.0826773643493652,21273,0.00073
-3.8851741700000004,700,24571,2925,8,35.65,0.003989168908447027,-1.7791674137115479,0.15827149152755737,-1.938375473022461,21570,0.00073
-4.4904138399999995,710,24979,2980,8,34.97,0.003992697224020958,-0.8162311315536499,0.16469869017601013,-2.4087178707122803,21978,0.00073
-4.213923449999999,720,25473,3045,8,35.33,0.004226711578667164,-8.841347694396973,0.12175160646438599,-2.843501091003418,22472,0.00073
-3.9304103799999996,730,25946,3109,8,36.87,0.004290335811674595,3.142947196960449,0.38223668932914734,-3.1861562728881836,22945,0.00073
-3.653152880000001,740,26303,3157,8,37.75,0.004546481650322676,6.206381320953369,0.6473509073257446,-2.6956775188446045,23302,0.00073
-3.5207496299999996,750,26777,3220,8,40.39,0.0047724004834890366,-0.5131046772003174,0.36422958970069885,-3.9184446334838867,23776,0.00073
-3.57734113,760,27161,3272,8,41.58,0.005309584550559521,-2.3923439979553223,0.14333409070968628,-4.356971740722656,24160,0.00073
-3.22535441,770,27656,3338,8,41.61,0.005502990446984768,-5.958579063415527,0.14866620302200317,-5.83043098449707,24655,0.00073
-3.6500164100000005,780,28129,3401,8,41.77,0.005755944177508354,-6.527013301849365,0.3575364053249359,-6.436717987060547,25128,0.00073
-4.88462491,790,28404,3437,8,41.3,0.0057191383093595505,13.125847816467285,0.20961894094944,-6.6702165603637695,25403,0.00073
-5.07533381,800,28823,3494,8,42.52,0.006159839686006308,8.425643920898438,0.8290179967880249,-7.974215984344482,25822,0.00073
-4.81618876,810,29323,3561,8,43.44,0.006319916807115078,-7.959423542022705,0.3947835862636566,-10.442402839660645,26322,0.00073
-4.47357367,820,29726,3615,8,42.53,0.0067395311780273914,-4.548215866088867,0.2693277597427368,-9.170098304748535,26725,0.00073
-4.88613078,830,30177,3675,8,42.31,0.006719998084008694,-19.973997116088867,0.31957703828811646,-9.934867858886719,27176,0.00073
-5.05013635,840,30556,3725,8,42.53,0.007438554894179106,3.5512540340423584,0.2820102572441101,-10.525930404663086,27555,0.00073
-5.500215379999999,850,30827,3761,8,40.5,0.007796092424541712,5.737839221954346,0.4810130000114441,-10.346989631652832,27826,0.00073
-5.859903019999999,860,31242,3817,8,40.81,0.008413678966462612,7.113775253295898,0.6693695187568665,-13.295048713684082,28241,0.00073
-6.971528260000001,870,31690,3877,8,40.34,0.008792147971689701,2.3869335651397705,0.4998995065689087,-13.902822494506836,28689,0.00073
-8.69209702,880,32157,3939,8,40.28,0.009730136953294277,14.309417724609375,2.3634021282196045,-15.74984073638916,29156,0.00073
-8.64481549,890,32657,4005,8,42.53,0.0101222675293684,7.390162467956543,0.6182164549827576,-17.777006149291992,29656,0.00073
-9.04296933,900,33022,4054,8,41.99,0.010786124505102634,7.355653285980225,0.6502158641815186,-19.38854217529297,30021,0.00073
-9.06031825,910,33243,4084,8,39.2,0.011538399383425713,10.24666690826416,0.9802882671356201,-21.547191619873047,30242,0.00073
-9.37769555,920,33582,4129,8,38.56,0.011219073086977005,-8.052326202392578,0.7254652976989746,-20.426937103271484,30581,0.00073
-9.773798410000001,930,33969,4181,8,37.92,0.011746487580239773,-6.197687149047852,1.9118374586105347,-22.440439224243164,30968,0.00073
-10.560971219999999,940,34469,4249,8,39.13,0.012776393443346024,-5.631333351135254,2.3114986419677734,-24.221406936645508,31468,0.00073
-12.41802675,950,34969,4316,8,41.42,0.01405794732272625,14.382822036743164,2.128185272216797,-28.979032516479492,31968,0.00073
-12.0985523,960,35289,4358,8,40.47,0.01577974297106266,11.290771484375,1.023044466972351,-30.9580020904541,32288,0.00073
-11.850018790000002,970,35656,4407,8,39.66,0.015375262126326561,-3.6693692207336426,0.8567770719528198,-30.64117431640625,32655,0.00073
-10.753108819999998,980,36156,4475,8,39.99,0.01448212843388319,-5.619106292724609,1.6239593029022217,-30.670631408691406,33155,0.00073
-9.95630526,990,36574,4531,8,39.17,0.015533403493463993,-8.229640007019043,11.19601058959961,-31.53403663635254,33573,0.00073
-9.231199109999999,1000,36915,4577,8,38.93,0.01581750623881817,0.7925927639007568,2.740506172180176,-33.635562896728516,33914,0.00073
-9.07748443,1010,37285,4627,8,40.42,0.016200361773371696,1.3501341342926025,2.077207326889038,-32.433807373046875,34284,0.00073
-8.761544100000002,1020,37718,4685,8,41.36,0.01729416847229004,4.364278316497803,3.8536019325256348,-34.80845642089844,34717,0.00073
-8.30241769,1030,38218,4751,8,42.49,0.016394274309277534,-7.431292533874512,2.078721761703491,-37.61458969116211,35217,0.00073
-7.757683309999999,1040,38410,4777,8,39.41,0.016564365476369858,3.108290195465088,1.8963879346847534,-36.621620178222656,35409,0.00073
-5.80539172,1050,38544,4795,8,35.75,0.016817651689052582,-5.132669925689697,1.5200685262680054,-38.231895446777344,35543,0.00073
-6.175202379999999,1060,38910,4844,8,36.21,0.016181809827685356,-5.185164928436279,5.158169746398926,-37.22568130493164,35909,0.00073
-5.887816920000001,1070,39391,4909,8,37.35,0.017666112631559372,1.1351484060287476,2.6952767372131348,-38.10795593261719,36390,0.00073
-5.8287175,1080,39778,4960,8,36.22,0.017195861786603928,-10.476374626159668,1.306100845336914,-40.17961502075195,36777,0.00073
-6.44435351,1090,40187,5014,8,36.13,0.017622513696551323,-6.128345012664795,1.4293923377990723,-39.039676666259766,37186,0.00073
-6.69053434,1100,40671,5079,8,37.56,0.016948003321886063,-6.722358703613281,2.047377347946167,-39.5584716796875,37670,0.00073
-6.602677089999999,1110,40908,5111,8,36.23,0.016833962872624397,3.1420154571533203,2.3605284690856934,-42.611671447753906,37907,0.00073
-6.920633759999999,1120,41158,5144,7,34.4,0.017211677506566048,-2.8327019214630127,3.871856927871704,-40.064544677734375,38157,0.00073
-7.530262819999999,1130,41438,5182,7,32.2,0.017392655834555626,-0.2408316731452942,6.127903461456299,-39.1797981262207,38437,0.00073
-7.119123000000001,1140,41922,5246,7,35.12,0.01816115900874138,1.626548171043396,1.53789484500885,-39.642398834228516,38921,0.00073
-7.53805393,1150,42408,5311,7,38.64,0.017844999209046364,-0.2678196430206299,3.753829002380371,-40.522579193115234,39407,0.00073
-8.262533629999998,1160,42854,5371,7,39.44,0.016844788566231728,-14.256609916687012,2.365323781967163,-39.73578643798828,39853,0.00073
-8.81220782,1170,43352,5437,7,39.61,0.01717955246567726,0.13717007637023926,1.6108760833740234,-39.86933135986328,40351,0.00073
-8.006619870000002,1180,43560,5465,7,37.82,0.01653302274644375,4.161694526672363,1.5854696035385132,-40.016178131103516,40559,0.00073
-7.10866788,1190,43867,5506,7,36.8,0.01657099463045597,1.2706451416015625,3.113408088684082,-41.497596740722656,40866,0.00073
-6.661070629999999,1200,44286,5562,7,36.15,0.01575538143515587,-4.529692649841309,7.502352714538574,-37.02151107788086,41285,0.00073
-7.007660030000002,1210,44786,5628,7,38.78,0.01588648185133934,-7.427198886871338,1.290490984916687,-37.39158248901367,41785,0.00073
-6.725732639999999,1220,45286,5695,7,41.28,0.015224137343466282,1.1167017221450806,2.3792386054992676,-37.27397155761719,42285,0.00073
-6.588203799999999,1230,45786,5762,7,43.48,0.015637902542948723,0.45530223846435547,1.7842488288879395,-34.90631866455078,42785,0.00073
-6.05510472,1240,46144,5809,7,42.22,0.014446621760725975,-6.268738746643066,1.4485576152801514,-34.036781311035156,43143,0.00073
-4.832449529999999,1250,46580,5868,7,41.72,0.014150185510516167,-0.9329298138618469,1.7226800918579102,-33.68024826049805,43579,0.00073
-3.3045107099999997,1260,46938,5915,7,40.84,0.01348614040762186,-3.616335391998291,1.98159921169281,-34.07421875,43937,0.00073
-3.2413871299999992,1270,47050,5930,7,36.98,0.013242914341390133,0.9789882898330688,1.240793228149414,-34.275089263916016,44049,0.00073
-3.6254765799999995,1280,47179,5948,7,36.19,0.013011845760047436,-11.26371955871582,1.4333930015563965,-33.1290168762207,44178,0.00073
-4.57629619,1290,47402,5977,7,35.35,0.012513417750597,2.5417685508728027,2.1369223594665527,-32.76886749267578,44401,0.00073
-4.918126480000001,1300,47775,6028,7,34.89,0.012856961227953434,2.8951632976531982,0.9114843606948853,-31.751741409301758,44774,0.00073
-4.91085492,1310,48189,6083,7,34.03,0.012308875098824501,-10.446022033691406,1.2654682397842407,-31.27336311340332,45188,0.00073
-5.161450090000001,1320,48683,6149,7,33.97,0.011947044171392918,9.804256439208984,1.3302700519561768,-30.047428131103516,45682,0.00073
-5.072066050000001,1330,49183,6216,7,33.97,0.011477768421173096,-3.415693998336792,0.8296512365341187,-28.688447952270508,46182,0.00073
-5.6579742600000005,1340,49655,6279,7,35.11,0.010885887779295444,0.565230131149292,0.9856289029121399,-27.89295768737793,46654,0.00073
-6.140506490000002,1350,50155,6347,7,35.75,0.01029201503843069,-0.633196234703064,0.9300153851509094,-26.98796844482422,47154,0.00073
-6.87937614,1360,50655,6414,7,37.17,0.009760857559740543,-3.60648775100708,4.676450729370117,-23.773773193359375,47654,0.00073
-6.210416500000001,1370,51155,6482,7,41.05,0.009894284419715405,-12.270502090454102,0.6603935360908508,-23.356409072875977,48154,0.00073
-5.733733570000002,1380,51435,6519,7,42.56,0.009542052634060383,-3.4283998012542725,0.9856722354888916,-21.76447296142578,48434,0.00073
-4.50301161,1390,51768,6563,7,43.66,0.009572955779731274,-2.249342918395996,1.4575953483581543,-21.503746032714844,48767,0.00073
-4.3294375700000005,1400,52095,6607,7,43.2,0.009284556843340397,5.000528812408447,0.6238467693328857,-21.285003662109375,49094,0.00073
-4.29772593,1410,52429,6652,7,42.4,0.009037508629262447,1.2180943489074707,0.6294543743133545,-21.12764549255371,49428,0.00073
-4.506268889999999,1420,52841,6706,7,41.58,0.009466016665101051,4.01284122467041,0.7097373008728027,-19.982112884521484,49840,0.00073
-4.27196716,1430,53290,6766,7,41.07,0.009917736984789371,3.8933746814727783,0.7509951591491699,-20.638084411621094,50289,0.00073
-0.5868639999999996,1440,53784,6833,7,41.29,0.009528284892439842,14.802096366882324,1.0720446109771729,-20.99816131591797,50783,0.00073
0.47747155000000036,1450,54277,6899,7,41.22,0.009399977512657642,7.789599418640137,1.0281879901885986,-19.834985733032227,51276,0.00073
1.6309112399999999,1460,54775,6965,7,41.2,0.00895386841148138,8.807623863220215,0.9483486413955688,-20.462739944458008,51774,0.00073
2.8351565200000004,1470,55235,7026,7,40.8,0.009311530739068985,1.3640650510787964,0.4233171343803406,-19.366708755493164,52234,0.00073
2.8771580800000005,1480,55628,7078,7,41.93,0.00955191720277071,-2.4096500873565674,0.6287936568260193,-19.763648986816406,52627,0.00073
2.4345723200000005,1490,56098,7141,7,43.3,0.009856908582150936,-5.892765998840332,0.5364541411399841,-22.894718170166016,53097,0.00073
2.7211513000000003,1500,56597,7207,7,45.02,0.010623362846672535,9.925613403320312,1.5829222202301025,-23.495758056640625,53596,0.00073
3.8678668299999996,1510,57060,7270,7,46.31,0.011970184743404388,3.095144748687744,1.0930931568145752,-25.615020751953125,54059,0.00073
16.41248136,1520,57529,7331,7,46.88,0.013382824137806892,7.371583938598633,2.895730972290039,-26.379772186279297,54528,0.00073
18.525228409999997,1530,58024,7398,7,47.34,0.01709320768713951,7.074540615081787,8.600399017333984,-38.137489318847656,55023,0.00073
14.83490071,1540,58519,7464,7,47.35,0.02096858061850071,15.04557991027832,5.681862831115723,-44.1976203918457,55518,0.00073
20.554664210000006,1550,58929,7519,7,46.52,0.03132371976971626,11.57446002960205,14.554863929748535,-57.4960823059082,55928,0.00073
23.203839889999998,1560,59182,7553,7,44.07,0.0379810556769371,10.348913192749023,26.30735969543457,-72.27025604248047,56181,0.00073
30.372753000000003,1570,59656,7617,7,44.21,0.0477091483771801,2.5444698333740234,17.128803253173828,-91.6273422241211,56655,0.00073
31.323070699999995,1580,60156,7685,7,45.28,0.0561208538711071,9.235424041748047,37.24446105957031,-111.95440673828125,57155,0.00073
34.61859808,1590,60646,7750,7,45.48,0.05917395278811455,-0.7790124416351318,38.47789001464844,-133.83465576171875,57645,0.00073
34.416977730000006,1600,61146,7818,7,45.49,0.056342195719480515,8.602777481079102,53.09191131591797,-142.54641723632812,58145,0.00073
32.956288199999996,1610,61416,7854,7,43.56,0.05564982071518898,-3.0690650939941406,27.094120025634766,-145.03805541992188,58415,0.00073
19.75654363,1620,61674,7889,7,41.45,0.0549485944211483,-1.4551630020141602,32.56067657470703,-149.8668670654297,58673,0.00073
38.53132144,1630,61959,7928,7,39.35,0.06372229754924774,-0.5920901298522949,30.193096160888672,-154.84625244140625,58958,0.00073
51.98521140999999,1640,62411,7988,7,38.92,0.07094418257474899,0.4128147065639496,44.57444381713867,-165.76190185546875,59410,0.00073
63.036215819999995,1650,62799,8040,7,38.7,0.06888478994369507,0.6372519731521606,89.49366760253906,-174.8125,59798,0.00073
72.02789128,1660,63276,8105,7,40.94,0.07695261389017105,0.6896660327911377,50.92957305908203,-193.11485290527344,60275,0.00073
99.10383981,1670,63761,8170,7,41.05,0.08562414348125458,-3.022315502166748,119.44861602783203,-205.80213928222656,60760,0.00073
133.51065239,1680,64261,8237,7,41.05,0.09137719869613647,-5.561522006988525,64.21550750732422,-231.1561737060547,61260,0.00073
142.16540537999998,1690,64761,8304,7,41.15,0.09397846460342407,-3.4525089263916016,75.6961441040039,-240.84713745117188,61760,0.00073
143.90596904,1700,65253,8370,7,41.07,0.09515383839607239,0.28249645233154297,100.07160949707031,-257.7284240722656,62252,0.00073
144.5515969,1710,65589,8415,7,41.73,0.09934916347265244,2.8869452476501465,129.91387939453125,-268.744384765625,62588,0.00073
145.24217754,1720,65905,8458,7,42.31,0.10766790807247162,1.7262845039367676,125.04229736328125,-278.5707702636719,62904,0.00073
122.7643055,1730,66366,8520,7,44.07,0.11716054379940033,-3.075737953186035,183.25225830078125,-288.74365234375,63365,0.00073
109.08384741,1740,66819,8582,7,44.08,0.120032899081707,3.5558066368103027,198.14291381835938,-306.583984375,63818,0.00073
130.54385727000002,1750,67319,8649,7,45.2,0.13793303072452545,-1.3796926736831665,233.6175537109375,-335.75518798828125,64318,0.00073
163.59741151999998,1760,67793,8713,7,45.17,0.14237667620182037,-0.28751909732818604,131.2611083984375,-351.7707824707031,64792,0.00073
193.40815955000002,1770,68271,8777,7,45.1,0.14808569848537445,5.457703113555908,246.53224182128906,-380.3427429199219,65270,0.00073
223.48169029000005,1780,68732,8839,7,44.71,0.1618051826953888,-3.131068229675293,236.94720458984375,-389.0141296386719,65731,0.00073
272.24157649,1790,69158,8896,7,43.97,0.17004628479480743,1.6455143690109253,195.02520751953125,-419.0522766113281,66157,0.00073
310.2199666899999,1800,69624,8958,7,43.71,0.18243078887462616,4.197543621063232,351.284912109375,-446.3716735839844,66623,0.00073
324.25529235,1810,70124,9026,7,45.35,0.1928970217704773,-0.6810286045074463,302.6939697265625,-466.13238525390625,67123,0.00073
336.89955777,1820,70580,9087,7,46.75,0.19208142161369324,2.2375576496124268,282.62396240234375,-480.79852294921875,67579,0.00073
338.2690919600001,1830,70841,9123,7,44.75,0.1966521143913269,-1.0604125261306763,335.5108337402344,-490.2532958984375,67840,0.00073
338.22084858,1840,71094,9157,7,42.75,0.18706560134887695,-2.1870386600494385,388.80511474609375,-491.7897033691406,68093,0.00073
298.2880165,1850,71275,9182,7,39.56,0.18513737618923187,-3.097337007522583,169.64788818359375,-500.8272399902344,68274,0.00073
252.13943572999997,1860,71453,9206,7,36.6,0.17937980592250824,0.881665825843811,279.48724365234375,-507.2642822265625,68452,0.00073
185.95178219999997,1870,71602,9226,7,33.31,0.18564744293689728,-1.9337166547775269,167.59857177734375,-504.4320068359375,68601,0.00073
119.79422491999999,1880,71741,9245,7,30.09,0.18881745636463165,3.5162174701690674,341.7331237792969,-503.8302917480469,68740,0.00073
85.27598400999999,1890,72170,9304,7,30.12,0.20470823347568512,-1.5642439126968384,253.63229370117188,-522.4395751953125,69169,0.00073
56.2183799,1900,72655,9369,7,30.31,0.18894782662391663,0.6957879066467285,214.49046325683594,-541.032958984375,69654,0.00073
40.25977312,1910,73155,9438,7,30.31,0.19960184395313263,7.596575736999512,620.8779296875,-561.7124633789062,70154,0.00073
28.103012749999998,1920,73655,9506,7,30.75,0.20431888103485107,-4.880566596984863,224.06187438964844,-566.737060546875,70654,0.00073
30.061414569999997,1930,74135,9573,7,32.94,0.2193838655948639,2.809011936187744,387.91986083984375,-588.3748779296875,71134,0.00073
125.15128014,1940,74628,9640,7,35.34,0.23323741555213928,0.3012528419494629,399.2804260253906,-616.689208984375,71627,0.00073
188.04244731999998,1950,75033,9694,7,37.58,0.24090313911437988,-0.2827301323413849,445.15545654296875,-634.3772583007812,72032,0.00073
239.04129496999997,1960,75486,9756,7,40.33,0.245472714304924,0.8566532731056213,544.6826171875,-640.68310546875,72485,0.00073
243.96360685000002,1970,75864,9807,7,42.62,0.24004459381103516,0.36116015911102295,660.999755859375,-651.7325439453125,72863,0.00073
242.99551755999997,1980,76311,9869,7,45.7,0.24232202768325806,-1.5090872049331665,370.71893310546875,-661.5816040039062,73310,0.00073
215.64576935000002,1990,76532,9899,7,43.62,0.24560582637786865,-2.6779403686523438,412.55450439453125,-657.257080078125,73531,0.00073
202.22956087,2000,76893,9948,7,42.38,0.2538261115550995,-0.6216844916343689,779.0816040039062,-689.238037109375,73892,0.00073
215.92196145000003,2010,77324,10006,7,41.69,0.26557278633117676,0.14479811489582062,503.0849914550781,-689.6688232421875,74323,0.00073
258.55363087,2020,77824,10074,7,41.69,0.2697526216506958,-2.012953758239746,515.720947265625,-678.7597045898438,74823,0.00073
270.83701248,2030,78220,10128,7,40.85,0.2779986560344696,4.9284210205078125,1089.5975341796875,-722.9573974609375,75219,0.00073
176.7072143,2040,78597,10180,7,39.69,0.27324262261390686,0.35027986764907837,1383.7879638671875,-712.892578125,75596,0.00073
114.52167834999999,2050,78880,10218,7,38.47,0.26718488335609436,0.2888317108154297,751.396484375,-724.9651489257812,75879,0.00073
63.865881040000005,2060,79253,10269,7,37.67,0.26757144927978516,-0.7807989120483398,827.2284545898438,-697.6761474609375,76252,0.00073
57.551281819999986,2070,79650,10324,7,37.86,0.2698984146118164,-0.03996562957763672,644.6556396484375,-704.3421020507812,76649,0.00073
57.37398014,2080,80150,10392,7,38.39,0.2603676915168762,-1.615417718887329,584.611083984375,-700.5337524414062,77149,0.00073
58.69445983000001,2090,80650,10459,7,41.18,0.2702185809612274,2.797431707382202,486.51568603515625,-725.8702392578125,77649,0.00073
61.93670982000001,2100,81116,10523,7,42.23,0.2612806558609009,2.5351693630218506,579.511962890625,-733.07177734375,78115,0.00073
50.91459369000001,2110,81441,10567,7,41.17,0.2536951005458832,-0.8291634321212769,393.23455810546875,-704.2355346679688,78440,0.00073
20.359340139999997,2120,81810,10617,7,39.86,0.239433154463768,-3.323537588119507,315.28094482421875,-722.80712890625,78809,0.00073
6.1597473,2130,82067,10652,7,38.47,0.23331664502620697,-1.2223223447799683,1640.82568359375,-703.5515747070312,79066,0.00073
4.26487011,2140,82267,10679,7,36.7,0.2313123643398285,1.258131980895996,529.3595581054688,-700.9028930664062,79266,0.00073
48.14456414,2150,82611,10726,7,37.31,0.25241175293922424,2.944249153137207,756.2022705078125,-714.09228515625,79610,0.00073
