rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,time/fps,time/episodes,train/ent_coef_loss,train/learning_rate,train/ent_coef,train/critic_loss,train/actor_loss,train/n_updates
187.6545461,30317,69.4,220780,7,3510,0.14473849534988403,0.00073,0.059647515416145325,87.087646484375,-192.89842224121094,217779
184.18818425,30411,69.34,221446,7,3520,0.12455505132675171,0.00073,0.05724753811955452,82.15013122558594,-203.05535888671875,218445
185.08444849,30517,70.16,222196,7,3530,0.8742883205413818,0.00073,0.05643778666853905,66.72050476074219,-207.50900268554688,219195
174.91756590000006,30621,70.28,222946,7,3540,9.563003540039062,0.00073,0.05653778463602066,78.63096618652344,-194.85208129882812,219945
174.43853347,30717,70.02,223633,7,3550,6.076852798461914,0.00073,0.05682377517223358,90.10050964355469,-211.05645751953125,220632
183.36779606000005,30807,69.2,224290,7,3560,-5.750673294067383,0.00073,0.05660276487469673,86.11819458007812,-209.96693420410156,221289
179.71609797000002,30908,69.91,225016,7,3570,7.317274570465088,0.00073,0.05754268914461136,75.54911804199219,-210.0629425048828,222015
176.59529408999998,31001,69.4,225685,7,3580,-1.1304452419281006,0.00073,0.058933600783348083,65.77519989013672,-201.12124633789062,222684
187.65303078999997,31106,69.77,226435,7,3590,-0.03693842887878418,0.00073,0.058262184262275696,91.18357849121094,-204.906005859375,223434
206.77567587,31208,70.71,227173,7,3600,1.7045373916625977,0.00073,0.05625901371240616,63.74087142944336,-206.9136199951172,224172
214.68381499,31306,70.95,227875,7,3610,-2.973358631134033,0.00073,0.057293374091386795,71.61138916015625,-188.8509521484375,224874
220.20960078999997,31407,71.6,228606,7,3620,-0.6402153968811035,0.00073,0.054893165826797485,81.10790252685547,-203.9828643798828,225605
223.29878841000004,31503,70.87,229283,7,3630,-2.335263729095459,0.00073,0.0547785758972168,67.67569732666016,-218.5174560546875,226282
245.0464907,31607,70.87,230033,7,3640,9.860441207885742,0.00073,0.05653151497244835,80.08985137939453,-209.2781982421875,227032
251.52525982,31707,71.25,230758,7,3650,-7.3967742919921875,0.00073,0.05654802918434143,78.17875671386719,-218.35537719726562,227757
239.13497072999996,31800,71.38,231428,7,3660,8.636972427368164,0.00073,0.05742771178483963,64.5589370727539,-191.9301300048828,228427
250.04083444,31899,71.28,232144,7,3670,-1.4971684217453003,0.00073,0.0569220669567585,74.38368225097656,-200.76356506347656,229143
256.74426294,31998,71.8,232865,7,3680,1.38625967502594,0.00073,0.05402456969022751,87.84097290039062,-207.43357849121094,229864
239.27019064000004,32093,71.22,233557,7,3690,4.283594131469727,0.00073,0.0560026690363884,68.3718490600586,-219.77711486816406,230556
244.94351942999998,32197,71.34,234307,7,3700,2.0796327590942383,0.00073,0.058229148387908936,82.83922576904297,-187.17710876464844,231306
246.06111999999996,32301,71.82,235057,7,3710,10.363141059875488,0.00073,0.056983958929777145,86.72544860839844,-198.97256469726562,232056
232.44822979,32399,71.56,235762,7,3720,-3.3021254539489746,0.00073,0.05573396384716034,64.90441131591797,-214.27806091308594,232761
235.35744484000006,32495,71.76,236459,7,3730,5.478090763092041,0.00073,0.057468514889478683,99.29035186767578,-210.44302368164062,233458
230.620223,32595,71.38,237171,7,3740,-2.031569004058838,0.00073,0.05670911446213722,62.30259704589844,-238.02513122558594,234170
226.92689357,32689,70.9,237848,7,3750,0.6689395904541016,0.00073,0.0579775795340538,75.4469223022461,-204.45884704589844,234847
239.55926368000004,32790,71.54,238582,7,3760,0.7903510332107544,0.00073,0.05609054118394852,103.41820526123047,-199.9031982421875,235581
242.02733355,32887,71.28,239272,7,3770,2.5033750534057617,0.00073,0.05861958861351013,117.90481567382812,-218.90902709960938,236271
231.76392315,32982,70.97,239962,7,3780,2.18497633934021,0.00073,0.057068854570388794,85.53204345703125,-212.7899169921875,236961
233.83930974000003,33076,70.77,240634,7,3790,-0.9885015487670898,0.00073,0.05671758949756622,87.94804382324219,-205.7361297607422,237633
232.31742788000003,33182,70.77,241384,7,3800,-8.296867370605469,0.00073,0.0576678067445755,129.07077026367188,-201.6425018310547,238383
236.61752263999998,33287,70.69,242126,7,3810,4.349271297454834,0.00073,0.05600915849208832,63.40673828125,-213.74339294433594,239125
236.42792171000002,33377,70.07,242769,7,3820,-5.6288862228393555,0.00073,0.05750646814703941,59.73078918457031,-206.64205932617188,239768
250.26175765999997,33482,70.6,243519,7,3830,-3.6721339225769043,0.00073,0.05818939954042435,76.03307342529297,-203.82858276367188,240518
242.9994598899999,33583,70.72,244243,7,3840,3.2500827312469482,0.00073,0.05575861781835556,85.6470947265625,-205.16392517089844,241242
237.36158107999995,33682,70.97,244945,7,3850,3.549866199493408,0.00073,0.05603877082467079,72.00239562988281,-202.02301025390625,241944
241.80032419,33788,71.13,245695,7,3860,-7.640318870544434,0.00073,0.055480726063251495,81.16169738769531,-218.4323272705078,242694
247.64301064,33895,71.73,246445,7,3870,3.933680772781372,0.00073,0.05565425381064415,123.53770446777344,-201.4873046875,243444
240.16372133999997,33987,71.45,247107,7,3880,-11.144603729248047,0.00073,0.05601097270846367,63.555458068847656,-203.40492248535156,244106
246.29608556000002,34091,72.16,247850,7,3890,-2.6145055294036865,0.00073,0.05895543843507767,93.150390625,-195.21945190429688,244849
236.89122665000002,34186,71.43,248527,7,3900,7.3630900382995605,0.00073,0.05467921122908592,86.43896484375,-192.56744384765625,245526
226.63034428999998,34281,70.69,249195,7,3910,2.73185396194458,0.00073,0.055079877376556396,58.29419708251953,-207.6343231201172,246194
236.10339792,34380,71.29,249898,7,3920,2.7493066787719727,0.00073,0.057320211082696915,87.41332244873047,-211.69728088378906,246897
229.75489797999998,34483,71.05,250624,7,3930,-3.2112064361572266,0.00073,0.05860041454434395,89.21646881103516,-206.02099609375,247623
206.33028776,34583,70.88,251331,7,3940,4.57054328918457,0.00073,0.05575164034962654,70.17878723144531,-207.2584228515625,248330
210.89676509,34685,71.21,252066,7,3950,3.7187938690185547,0.00073,0.055488940328359604,72.77306365966797,-201.67677307128906,249065
204.84640449,34780,70.62,252757,7,3960,-7.8261518478393555,0.00073,0.057038262486457825,84.73060607910156,-208.46603393554688,249756
181.13389405999996,34874,69.91,253436,7,3970,7.156073093414307,0.00073,0.054952893406152725,84.38540649414062,-206.40350341796875,250435
193.28213331999999,34978,70.79,254186,7,3980,1.0284018516540527,0.00073,0.05392613634467125,69.06161499023438,-232.6852569580078,251185
192.13559635000001,35078,70.53,254903,7,3990,-5.185194969177246,0.00073,0.05503828823566437,69.02676391601562,-198.3695526123047,251902
182.37351175,35163,69.91,255518,7,4000,-2.9765641689300537,0.00073,0.05521117150783539,84.99446105957031,-199.51312255859375,252517
160.19223044000003,35254,69.8,256175,7,4010,8.491140365600586,0.00073,0.056688010692596436,94.2608642578125,-208.08543395996094,253174
167.77763312,35354,70.04,256902,7,4020,-1.7835490703582764,0.00073,0.05663972720503807,76.36917114257812,-203.93959045410156,253901
174.6404881,35452,69.83,257607,7,4030,-13.445024490356445,0.00073,0.05825192108750343,79.58851623535156,-226.33522033691406,254606
205.88628633999997,35551,69.91,258322,7,4040,-2.079397439956665,0.00073,0.05797641724348068,75.95621490478516,-215.46751403808594,255321
207.96971877,35648,69.56,259022,7,4050,5.0241851806640625,0.00073,0.055837322026491165,77.64380645751953,-205.93052673339844,256021
201.74003295999998,35752,70.15,259772,7,4060,6.463830947875977,0.00073,0.05467965453863144,83.56427001953125,-211.92373657226562,256771
218.75827833,35855,70.86,260522,7,4070,-4.644237041473389,0.00073,0.05519167706370354,81.08979034423828,-225.80735778808594,257521
228.30530734999996,35954,70.41,261227,7,4080,7.399797439575195,0.00073,0.05536293983459473,92.72554016113281,-221.54759216308594,258226
229.54660958999997,36054,70.41,261944,7,4090,-1.6015877723693848,0.00073,0.05461021140217781,73.23511505126953,-200.70013427734375,258943
222.44713962000003,36141,70.61,262579,7,4100,-0.8485954999923706,0.00073,0.05678747966885567,66.35072326660156,-213.5499267578125,259578
243.55438341000004,36238,70.92,263267,7,4110,-5.530197620391846,0.00073,0.05360289290547371,68.37007141113281,-217.22181701660156,260266
241.63427089,36337,70.73,263975,7,4120,2.635791540145874,0.00073,0.05554533004760742,79.78772735595703,-207.656494140625,260974
225.24708618,36433,70.66,264673,7,4130,0.06360197067260742,0.00073,0.054418984800577164,81.61686706542969,-204.97264099121094,261672
223.24594796999997,36538,71.01,265423,7,4140,-1.7757463455200195,0.00073,0.055974237620830536,80.8218994140625,-207.62937927246094,262422
234.68244533,36641,71.51,266173,7,4150,2.412553310394287,0.00073,0.05476324260234833,73.56233215332031,-220.74098205566406,263172
239.28750550999996,36735,70.7,266842,7,4160,1.8275340795516968,0.00073,0.05361158400774002,65.94207763671875,-207.25265502929688,263841
218.90175681000005,36807,68.45,267367,7,4170,-2.255418539047241,0.00073,0.055508021265268326,63.491065979003906,-205.38372802734375,264366
216.30544956000003,36912,68.9,268117,7,4180,-2.147000789642334,0.00073,0.05417301505804062,78.83140563964844,-201.4925537109375,265116
233.57600260000004,37017,69.23,268867,7,4190,4.568826675415039,0.00073,0.05609897896647453,72.99888610839844,-203.04039001464844,265866
244.64111976999996,37105,69.1,269489,7,4200,7.396509170532227,0.00073,0.056453801691532135,96.9266128540039,-205.17724609375,266488
244.34831112000003,37202,69.1,270177,7,4210,4.814783573150635,0.00073,0.05753621459007263,88.77934265136719,-220.56881713867188,267176
229.68828525,37299,68.85,270860,7,4220,6.17710542678833,0.00073,0.05559084936976433,86.17831420898438,-216.49014282226562,267859
232.42245081999997,37398,68.78,271551,7,4230,8.097221374511719,0.00073,0.05474212393164635,85.46389770507812,-198.2670135498047,268550
222.39100270999995,37491,67.87,272210,7,4240,5.632665634155273,0.00073,0.055478304624557495,76.68467712402344,-229.30316162109375,269209
217.21094875999998,37595,67.8,272953,7,4250,6.185384750366211,0.00073,0.053663045167922974,70.63153839111328,-229.75514221191406,269952
226.49193287999995,37699,68.61,273703,7,4260,-5.875584125518799,0.00073,0.05544501170516014,97.56366729736328,-216.45684814453125,270702
250.70883491,37804,70.86,274453,7,4270,7.67407751083374,0.00073,0.055506713688373566,86.50895690917969,-203.49880981445312,271452
240.92386258,37899,70.18,275135,7,4280,4.391959190368652,0.00073,0.053912919014692307,78.02892303466797,-199.73599243164062,272134
226.15285708999997,38004,69.95,275862,7,4290,-5.930052757263184,0.00073,0.055379219353199005,72.02178955078125,-216.59783935546875,272861
238.59759138,38104,70.84,276573,7,4300,-7.0329179763793945,0.00073,0.05307306721806526,108.02922058105469,-208.03302001953125,273572
245.35411915,38200,70.81,277258,7,4310,-9.335803985595703,0.00073,0.05635735020041466,81.17999267578125,-208.85194396972656,274257
262.54402146000007,38301,71.27,277987,7,4320,12.453557968139648,0.00073,0.05309222638607025,77.32701873779297,-194.789306640625,274986
275.56727343,38401,71.52,278703,7,4330,3.3438048362731934,0.00073,0.05627185106277466,94.68035888671875,-214.046875,275702
282.5349865300001,38505,72.43,279453,7,4340,2.822538375854492,0.00073,0.05419188737869263,80.09117126464844,-208.924072265625,276452
263.97040086,38600,71.76,280129,7,4350,-8.4766263961792,0.00073,0.053856778889894485,70.45774841308594,-241.8544921875,277128
269.68175816,38706,71.76,280879,7,4360,2.1711883544921875,0.00073,0.05513961985707283,88.98931884765625,-229.19711303710938,277878
270.43985138000005,38810,71.76,281629,7,4370,1.3588156700134277,0.00073,0.056031931191682816,74.5845947265625,-228.09580993652344,278628
279.19877691,38912,72.36,282371,7,4380,-0.44134819507598877,0.00073,0.05226224288344383,64.00250244140625,-247.3524932861328,279370
270.26816875000003,39012,72.21,283083,7,4390,-2.2547104358673096,0.00073,0.052494268864393234,77.79637908935547,-227.75311279296875,280082
280.32447002000004,39118,72.6,283833,7,4400,-3.420454978942871,0.00073,0.053578414022922516,71.5634765625,-211.1543731689453,280832
287.51106679000003,39223,73.25,284583,7,4410,3.1170217990875244,0.00073,0.050460778176784515,64.05919647216797,-217.41090393066406,281582
285.064341,39322,73.15,285302,7,4420,5.184699058532715,0.00073,0.054240476340055466,96.81353759765625,-205.83462524414062,282301
280.17776749999996,39422,73.15,286018,7,4430,2.0489730834960938,0.00073,0.05449425056576729,96.43778991699219,-240.45108032226562,283017
288.50475128,39526,73.07,286760,7,4440,1.3451695442199707,0.00073,0.05509350821375847,60.53765869140625,-217.2750244140625,283759
299.59206939,39630,73.75,287504,7,4450,6.86342191696167,0.00073,0.05282998085021973,78.61445617675781,-226.54522705078125,284503
285.72715419,39736,73.56,288235,7,4460,-1.2022204399108887,0.00073,0.054623689502477646,109.57847595214844,-236.46353149414062,285234
285.52553873000005,39834,73.11,288940,7,4470,3.8628742694854736,0.00073,0.05259920284152031,95.44357299804688,-211.50714111328125,285939
279.76620334,39933,72.74,289645,7,4480,-1.5494470596313477,0.00073,0.05292844399809837,70.59910583496094,-240.19094848632812,286644
307.0096991,40037,73.12,290395,7,4490,-3.6459314823150635,0.00073,0.054060518741607666,68.82452392578125,-235.74258422851562,287394
292.62888416,40137,72.85,291118,7,4500,2.9600064754486084,0.00073,0.05293022096157074,63.212589263916016,-222.6390838623047,288117
286.25374915,40235,72.45,291828,7,4510,-3.2296361923217773,0.00073,0.05318028852343559,77.23008728027344,-216.08872985839844,288827
292.40284442999996,40334,72.38,292540,7,4520,-7.6143012046813965,0.00073,0.05398045852780342,80.33338928222656,-237.93521118164062,289539
290.19781195,40437,72.61,293279,7,4530,-6.529059410095215,0.00073,0.05348148196935654,69.71473693847656,-219.46627807617188,290278
282.3772185,40533,72.0,293960,7,4540,-0.5854484438896179,0.00073,0.05250781029462814,72.50151824951172,-215.90185546875,290959
270.43238373,40623,70.99,294603,7,4550,2.686704635620117,0.00073,0.05330350622534752,68.65637969970703,-216.2855987548828,291602
283.70658616000003,40729,71.18,295353,7,4560,12.111690521240234,0.00073,0.05433659255504608,92.47358703613281,-219.02850341796875,292352
280.02197488,40829,71.27,296067,7,4570,-4.6756978034973145,0.00073,0.05398919805884361,93.89910888671875,-228.29641723632812,293066
290.81540945,40934,71.72,296817,7,4580,7.036744117736816,0.00073,0.0548647865653038,71.15680694580078,-219.9237518310547,293816
254.14043996,41036,71.59,297554,7,4590,5.96840238571167,0.00073,0.05382256954908371,92.62446594238281,-223.90362548828125,294553
253.26354976000002,41137,71.57,298275,7,4600,6.183931350708008,0.00073,0.053765494376420975,94.26460266113281,-216.1193084716797,295274
251.78892455000005,41241,71.76,299004,7,4610,-4.801178932189941,0.00073,0.053232233971357346,85.67735290527344,-225.617919921875,296003
222.38836552,41315,69.98,299538,7,4620,5.457670211791992,0.00073,0.05330093950033188,93.1148681640625,-240.8749542236328,296537
222.23963194999996,41413,69.45,300224,7,4630,-0.89342200756073,0.00073,0.052699699997901917,101.67311096191406,-203.62933349609375,297223
221.49596382,41511,69.77,300937,7,4640,6.911903381347656,0.00073,0.05509287863969803,84.82119750976562,-236.61282348632812,297936
243.95815577999997,41618,70.84,301687,7,4650,4.4635396003723145,0.00073,0.05403781309723854,80.42350769042969,-236.67779541015625,298686
243.65427556000003,41716,70.34,302387,7,4660,3.9772040843963623,0.00073,0.05396878719329834,74.27156829833984,-220.65777587890625,299386
254.16333508,41819,70.54,303121,7,4670,-0.7925041913986206,0.00073,0.05582958832383156,76.57075500488281,-216.77871704101562,300120
247.79296603000003,41917,70.01,303818,7,4680,1.5124614238739014,0.00073,0.053137701004743576,70.69761657714844,-232.27056884765625,300817
260.01323661000004,42021,69.83,304537,7,4690,0.9687100648880005,0.00073,0.05434528738260269,86.96234893798828,-234.06900024414062,301536
273.09833874,42127,70.12,305287,7,4700,-5.775903701782227,0.00073,0.05566788092255592,69.32162475585938,-246.51219177246094,302286
264.35753925000006,42229,70.03,306007,7,4710,1.840524435043335,0.00073,0.0522090382874012,87.79066467285156,-235.8208770751953,303006
287.32759765,42330,71.91,306729,7,4720,3.5716617107391357,0.00073,0.052171237766742706,116.7373046875,-235.10877990722656,303728
291.29486608999997,42431,72.38,307462,7,4730,-1.142027735710144,0.00073,0.05298401042819023,89.78266906738281,-256.7466125488281,304461
293.84713106000004,42533,72.56,308193,7,4740,-0.9318670630455017,0.00073,0.05695321038365364,82.54536437988281,-246.65489196777344,305192
288.74873459,42638,72.56,308943,7,4750,0.6786494255065918,0.00073,0.054377079010009766,74.53109741210938,-240.00466918945312,305942
275.66195293,42744,73.01,309688,7,4760,5.947875499725342,0.00073,0.05250269174575806,76.7939224243164,-216.00929260253906,306687
260.38325394,42849,73.17,310438,7,4770,2.7257299423217773,0.00073,0.053612299263477325,82.24254608154297,-232.54330444335938,307437
250.52420988999998,42942,72.94,311112,7,4780,-2.345966339111328,0.00073,0.05326550826430321,82.65316772460938,-246.10630798339844,308111
262.67049213,43044,72.97,311834,7,4790,-0.8225167393684387,0.00073,0.05191655829548836,74.36006164550781,-244.187744140625,308833
247.19282527000004,43138,72.13,312500,7,4800,-2.6129989624023438,0.00073,0.053596556186676025,97.89849853515625,-244.40335083007812,309499
260.24544510000004,43245,72.43,313250,7,4810,-1.4334626197814941,0.00073,0.052942175418138504,84.71573638916016,-244.46571350097656,310249
258.82356645,43341,72.02,313931,7,4820,2.5839955806732178,0.00073,0.05207015946507454,74.54827880859375,-241.62762451171875,310930
249.80309253,43443,72.02,314664,7,4830,-8.01931381225586,0.00073,0.051106758415699005,69.33883666992188,-248.21682739257812,311663
244.81282546000003,43549,72.21,315414,7,4840,-3.7820193767547607,0.00073,0.05657343566417694,78.51018524169922,-223.5891571044922,312413
220.59670314,43643,71.42,316085,7,4850,-3.2963764667510986,0.00073,0.05347594618797302,63.40639877319336,-250.53521728515625,313084
241.48069269999996,43747,71.47,316835,7,4860,10.65341854095459,0.00073,0.052913643419742584,86.96505737304688,-245.68368530273438,313834
232.81828456,43844,70.86,317524,7,4870,-6.997530937194824,0.00073,0.05416864901781082,65.5572509765625,-256.9795837402344,314523
250.42696327,43945,71.44,318256,7,4880,3.8134543895721436,0.00073,0.05103961378335953,105.36544799804688,-249.18800354003906,315255
241.5695897,44041,71.04,318938,7,4890,-1.2850843667984009,0.00073,0.05153975263237953,78.45623016357422,-223.1317596435547,315937
242.64580614000002,44132,70.84,319584,7,4900,1.1904942989349365,0.00073,0.05287626385688782,83.12416076660156,-248.5128173828125,316583
240.20690148000006,44229,70.28,320278,7,4910,-0.47716718912124634,0.00073,0.053078267723321915,102.63771057128906,-253.27392578125,317277
242.11494053,44335,70.84,321015,7,4920,4.405104160308838,0.00073,0.05103560909628868,76.21932983398438,-244.12794494628906,318014
247.33836754000004,44433,70.45,321709,7,4930,-1.7298495769500732,0.00073,0.05052248388528824,117.0959243774414,-246.69476318359375,318708
259.36866774,44538,70.45,322459,7,4940,-4.3278584480285645,0.00073,0.05111468955874443,83.83908081054688,-249.41944885253906,319458
289.10506296,44646,71.24,323209,7,4950,-0.7111293077468872,0.00073,0.05083617940545082,67.07792663574219,-245.1262664794922,320208
266.50279165,44741,70.54,323889,7,4960,6.520697593688965,0.00073,0.05213148519396782,79.73483276367188,-237.5933074951172,320888
294.35771696000006,44847,71.15,324639,7,4970,4.47069787979126,0.00073,0.05200209841132164,91.41297912597656,-256.3575439453125,321638
300.10164530000003,44952,71.33,325389,7,4980,3.5679173469543457,0.00073,0.05123761668801308,65.0223159790039,-243.2655029296875,322388
306.33903924000003,45059,72.01,326139,7,4990,-2.271784782409668,0.00073,0.053096238523721695,62.307594299316406,-242.34938049316406,323138
315.41397895999995,45165,72.93,326877,7,5000,3.321479558944702,0.00073,0.05231253057718277,80.63373565673828,-247.127685546875,323876
315.46715647,45271,73.49,327627,7,5010,-0.13096466660499573,0.00073,0.051739402115345,106.93869018554688,-242.54443359375,324626
319.89095181,45372,73.32,328347,7,5020,-1.8422726392745972,0.00073,0.05148487910628319,73.16535186767578,-247.8785400390625,325346
322.79031835,45477,73.78,329087,7,5030,5.481186389923096,0.00073,0.049553681164979935,78.30384826660156,-241.40005493164062,326086
306.95922735,45575,73.12,329771,7,5040,2.163752794265747,0.00073,0.05103664472699165,96.1055679321289,-253.37484741210938,326770
298.80642473,45674,72.71,330480,7,5050,10.66762638092041,0.00073,0.05030832439661026,71.61078643798828,-248.62509155273438,327479
310.30480968,45777,73.18,331207,7,5060,4.273470878601074,0.00073,0.051046136766672134,83.57929229736328,-245.57388305664062,328206
285.17622694000005,45871,72.21,331860,7,5070,0.3667861819267273,0.00073,0.05236855149269104,119.71377563476562,-248.07257080078125,328859
265.43196147000003,45968,71.53,332542,7,5080,-0.558161199092865,0.00073,0.05152386426925659,66.58087921142578,-256.9971008300781,329541
262.68065473,46074,71.45,333284,7,5090,-1.010177731513977,0.00073,0.05127737298607826,65.107177734375,-241.73211669921875,330283
258.11663427999997,46176,71.26,334003,7,5100,0.19194656610488892,0.00073,0.051808614283800125,85.20564270019531,-254.84881591796875,331002
260.34086786999995,46273,70.71,334698,7,5110,-1.0049738883972168,0.00073,0.05104832723736763,86.49591064453125,-257.01507568359375,331697
258.03704218,46372,70.53,335400,7,5120,6.955592632293701,0.00073,0.05123346298933029,60.78316879272461,-260.660400390625,332399
254.03296510000007,46478,70.63,336150,7,5130,-5.447535514831543,0.00073,0.04982395097613335,75.20010375976562,-273.79132080078125,333149
255.8220335,46581,71.0,336871,7,5140,-2.0001044273376465,0.00073,0.05038728937506676,74.00442504882812,-271.7287292480469,333870
244.53870318,46687,71.41,337621,7,5150,-1.7449240684509277,0.00073,0.05102981999516487,65.2139892578125,-253.88375854492188,334620
238.96188202000005,46788,71.32,338339,7,5160,-3.090210199356079,0.00073,0.05036087706685066,73.169189453125,-254.3478240966797,335338
263.82901093,46893,72.29,339089,7,5170,14.432377815246582,0.00073,0.049044087529182434,71.30274963378906,-267.1399841308594,336088
264.61223800000005,46997,72.85,339827,7,5180,-7.030772686004639,0.00073,0.05021213740110397,63.64479446411133,-253.30213928222656,336826
269.70901351,47103,72.93,340577,7,5190,0.32193171977996826,0.00073,0.049122001975774765,86.71443176269531,-261.21142578125,337576
273.44841651,47205,72.97,341300,7,5200,-2.2569496631622314,0.00073,0.051142871379852295,74.42208862304688,-256.1863098144531,338299
277.32679088,47312,73.52,342050,7,5210,3.9500463008880615,0.00073,0.048621125519275665,68.7151107788086,-272.0077819824219,339049
277.7166249,47415,73.6,342760,7,5220,-2.1016523838043213,0.00073,0.05046351999044418,74.78538513183594,-262.6895751953125,339759
277.38709451,47507,72.58,343408,7,5230,0.18227648735046387,0.00073,0.048370398581027985,73.90536499023438,-260.1601257324219,340407
290.85146838000003,47610,72.65,344136,7,5240,-1.186950922012329,0.00073,0.050003550946712494,66.24055480957031,-259.15887451171875,341135
310.17789513,47721,72.65,344886,7,5250,-1.9077364206314087,0.00073,0.04928937554359436,59.15510559082031,-266.93988037109375,341885
309.43205079,47825,72.71,345610,7,5260,2.9762210845947266,0.00073,0.04940659552812576,81.31224060058594,-270.1976013183594,342609
301.03336328,47928,72.48,346337,7,5270,-2.760993242263794,0.00073,0.049650344997644424,64.6729736328125,-260.2727355957031,343336
315.21042401,48034,72.46,347073,7,5280,-3.891005039215088,0.00073,0.0513138547539711,117.20927429199219,-259.20953369140625,344072
315.17849117000003,48141,72.27,347804,7,5290,4.4321112632751465,0.00073,0.04927358403801918,80.45999908447266,-266.1538391113281,344803
318.99015784999995,48250,72.54,348554,7,5300,0.9460065960884094,0.00073,0.05031636357307434,67.3008804321289,-258.99176025390625,345553
309.77992902,48348,71.73,349223,7,5310,2.945952892303467,0.00073,0.05064480006694794,70.54515075683594,-271.4624938964844,346222
310.60627939,48448,71.71,349931,7,5320,0.6040021181106567,0.00073,0.048170000314712524,64.06837463378906,-256.41632080078125,346930
313.88374405999997,48552,72.6,350668,7,5330,2.4607226848602295,0.00073,0.049595143646001816,79.98652648925781,-253.97535705566406,347667
313.03719674999996,48660,72.68,351404,7,5340,-3.9396157264709473,0.00073,0.05123987793922424,86.19676971435547,-258.3819885253906,348403
289.48797319,48755,71.75,352061,7,5350,0.7561985850334167,0.00073,0.05115986242890358,60.172019958496094,-260.05902099609375,349060
294.03533443,48857,71.56,352766,7,5360,-2.931474447250366,0.00073,0.0481664314866066,55.12347412109375,-270.2373352050781,349765
284.94548851,48963,71.77,353514,7,5370,-10.122971534729004,0.00073,0.04840777814388275,65.66899108886719,-290.1807861328125,350513
285.54022275000005,49066,71.77,354250,7,5380,-1.8883249759674072,0.00073,0.051443491131067276,66.4378662109375,-261.34759521484375,351249
282.21323466999996,49167,71.64,354968,7,5390,-0.9749540686607361,0.00073,0.04826035350561142,84.51910400390625,-279.80047607421875,351967
283.00320383999997,49268,71.35,355689,7,5400,-4.96381139755249,0.00073,0.05080806836485863,87.04560852050781,-274.8780822753906,352688
281.82500367,49367,71.63,356386,7,5410,12.824599266052246,0.00073,0.047604795545339584,70.91934204101562,-252.79666137695312,353385
290.6404014,49470,71.94,357125,7,5420,0.8948137760162354,0.00073,0.05067306011915207,68.29657745361328,-282.2926330566406,354124
294.3537192,49570,71.66,357834,7,5430,-2.3572916984558105,0.00073,0.04913061112165451,83.83165740966797,-261.94744873046875,354833
293.44231732000003,49676,71.8,358584,7,5440,9.580137252807617,0.00073,0.04876533895730972,66.77351379394531,-281.6023864746094,355583
321.40772370999997,49783,72.73,359334,7,5450,2.3334741592407227,0.00073,0.05118395760655403,60.93352508544922,-286.95001220703125,356333
325.69601288,49890,73.18,360084,7,5460,11.17674732208252,0.00073,0.04948684200644493,71.80363464355469,-253.2057342529297,357083
328.69546214,49989,72.76,360790,7,5470,8.742568969726562,0.00073,0.05108386650681496,72.8038330078125,-269.318115234375,357789
312.11141301,50085,72.18,361468,7,5480,2.5240612030029297,0.00073,0.048974890261888504,61.03736114501953,-272.419677734375,358467
317.91797264,50190,72.29,362197,7,5490,-7.500311851501465,0.00073,0.05017855763435364,77.1337890625,-263.00018310546875,359196
303.95751470000005,50279,71.33,362822,7,5500,-1.931363582611084,0.00073,0.048859160393476486,57.979148864746094,-279.15887451171875,359821
307.01423527,50381,71.59,363545,7,5510,-6.772549629211426,0.00073,0.04794279858469963,75.1348876953125,-285.23712158203125,360544
301.52226592000005,50489,71.6,364285,7,5520,6.664059638977051,0.00073,0.04802979528903961,76.30290222167969,-254.7942352294922,361284
300.14927428000004,50591,71.58,364992,7,5530,3.257615089416504,0.00073,0.04829540476202965,77.39268493652344,-258.4408264160156,361991
296.0966276,50691,71.16,365700,7,5540,-3.922910690307617,0.00073,0.05063207447528839,68.01783752441406,-279.91058349609375,362699
285.32110042,50789,70.59,366393,7,5550,1.433957815170288,0.00073,0.05017227679491043,52.824851989746094,-276.7079772949219,363392
288.28683116,50890,70.22,367106,7,5560,1.1866483688354492,0.00073,0.04825089871883392,68.28742980957031,-254.3753662109375,364105
300.53265404,50987,70.01,367791,7,5570,-6.914236068725586,0.00073,0.048810526728630066,62.98413848876953,-266.5657653808594,364790
297.47701088,51076,69.54,368422,7,5580,-9.744942665100098,0.00073,0.04860915243625641,60.015342712402344,-284.5147705078125,365421
292.01483691000004,51178,69.53,369150,7,5590,6.920576572418213,0.00073,0.04901335760951042,65.68846130371094,-267.3023986816406,366149
301.44245915,51279,70.44,369866,7,5600,7.858348369598389,0.00073,0.04966878145933151,68.49299621582031,-283.7294616699219,366865
290.70133824,51384,70.59,370604,7,5610,5.670505046844482,0.00073,0.04910316318273544,64.6182632446289,-286.40478515625,367603
292.89091145000003,51486,70.37,371322,7,5620,6.412184715270996,0.00073,0.049711454659700394,73.61972045898438,-261.11029052734375,368321
306.40289684,51592,70.8,372072,7,5630,3.6877646446228027,0.00073,0.049883559346199036,70.87810516357422,-283.9408874511719,369071
302.14580967,51687,70.46,372746,7,5640,-5.717724800109863,0.00073,0.04854884371161461,69.74626159667969,-277.2898864746094,369745
